"N225.Open","N225.High","N225.Low","N225.Close","N225.Volume","N225.Adjusted","Date"
1213.030029,1213.030029,1213.030029,1213.030029,0,1213.030029,"1965-03-04"
1209.640015,1209.640015,1209.640015,1209.640015,0,1209.640015,"1965-03-05"
1190.97998,1190.97998,1190.97998,1190.97998,0,1190.97998,"1965-03-08"
1178.430054,1178.430054,1178.430054,1178.430054,0,1178.430054,"1965-03-09"
1173.339966,1173.339966,1173.339966,1173.339966,0,1173.339966,"1965-03-10"
1164.630005,1164.630005,1164.630005,1164.630005,0,1164.630005,"1965-03-11"
1175.859985,1175.859985,1175.859985,1175.859985,0,1175.859985,"1965-03-12"
1188.48999,1188.48999,1188.48999,1188.48999,0,1188.48999,"1965-03-15"
1181.219971,1181.219971,1181.219971,1181.219971,0,1181.219971,"1965-03-16"
1175.800049,1175.800049,1175.800049,1175.800049,0,1175.800049,"1965-03-17"
1182.689941,1182.689941,1182.689941,1182.689941,0,1182.689941,"1965-03-18"
1175.880005,1175.880005,1175.880005,1175.880005,0,1175.880005,"1965-03-19"
NA,NA,NA,NA,NA,NA,"1965-03-22"
1167.790039,1167.790039,1167.790039,1167.790039,0,1167.790039,"1965-03-23"
1157.050049,1157.050049,1157.050049,1157.050049,0,1157.050049,"1965-03-24"
1157.069946,1157.069946,1157.069946,1157.069946,0,1157.069946,"1965-03-25"
1162.77002,1162.77002,1162.77002,1162.77002,0,1162.77002,"1965-03-26"
1188.790039,1188.790039,1188.790039,1188.790039,0,1188.790039,"1965-03-29"
1139.800049,1139.800049,1139.800049,1139.800049,0,1139.800049,"1965-03-30"
1132.77002,1132.77002,1132.77002,1132.77002,0,1132.77002,"1965-03-31"
1127.579956,1127.579956,1127.579956,1127.579956,0,1127.579956,"1965-04-01"
1128.569946,1128.569946,1128.569946,1128.569946,0,1128.569946,"1965-04-02"
1124.449951,1124.449951,1124.449951,1124.449951,0,1124.449951,"1965-04-05"
1154.390015,1154.390015,1154.390015,1154.390015,0,1154.390015,"1965-04-06"
1159.97998,1159.97998,1159.97998,1159.97998,0,1159.97998,"1965-04-07"
1183.119995,1183.119995,1183.119995,1183.119995,0,1183.119995,"1965-04-08"
1180.569946,1180.569946,1180.569946,1180.569946,0,1180.569946,"1965-04-09"
1163,1163,1163,1163,0,1163,"1965-04-12"
1149.410034,1149.410034,1149.410034,1149.410034,0,1149.410034,"1965-04-13"
1142.22998,1142.22998,1142.22998,1142.22998,0,1142.22998,"1965-04-14"
1161.72998,1161.72998,1161.72998,1161.72998,0,1161.72998,"1965-04-15"
1148.209961,1148.209961,1148.209961,1148.209961,0,1148.209961,"1965-04-16"
1136.130005,1136.130005,1136.130005,1136.130005,0,1136.130005,"1965-04-19"
1131.170044,1131.170044,1131.170044,1131.170044,0,1131.170044,"1965-04-20"
1119.859985,1119.859985,1119.859985,1119.859985,0,1119.859985,"1965-04-21"
1144.550049,1144.550049,1144.550049,1144.550049,0,1144.550049,"1965-04-22"
1133.300049,1133.300049,1133.300049,1133.300049,0,1133.300049,"1965-04-23"
1144.219971,1144.219971,1144.219971,1144.219971,0,1144.219971,"1965-04-26"
1150.079956,1150.079956,1150.079956,1150.079956,0,1150.079956,"1965-04-27"
1171.060059,1171.060059,1171.060059,1171.060059,0,1171.060059,"1965-04-28"
NA,NA,NA,NA,NA,NA,"1965-04-29"
1176.640015,1176.640015,1176.640015,1176.640015,0,1176.640015,"1965-04-30"
NA,NA,NA,NA,NA,NA,"1965-05-03"
NA,NA,NA,NA,NA,NA,"1965-05-04"
NA,NA,NA,NA,NA,NA,"1965-05-05"
1163.51001,1163.51001,1163.51001,1163.51001,0,1163.51001,"1965-05-06"
1162.630005,1162.630005,1162.630005,1162.630005,0,1162.630005,"1965-05-07"
1162.5,1162.5,1162.5,1162.5,0,1162.5,"1965-05-10"
1163.869995,1163.869995,1163.869995,1163.869995,0,1163.869995,"1965-05-11"
1157.170044,1157.170044,1157.170044,1157.170044,0,1157.170044,"1965-05-12"
1159.859985,1159.859985,1159.859985,1159.859985,0,1159.859985,"1965-05-13"
1150.469971,1150.469971,1150.469971,1150.469971,0,1150.469971,"1965-05-14"
1149,1149,1149,1149,0,1149,"1965-05-17"
1147.25,1147.25,1147.25,1147.25,0,1147.25,"1965-05-18"
1140.790039,1140.790039,1140.790039,1140.790039,0,1140.790039,"1965-05-19"
1141.22998,1141.22998,1141.22998,1141.22998,0,1141.22998,"1965-05-20"
1142.689941,1142.689941,1142.689941,1142.689941,0,1142.689941,"1965-05-21"
1133.630005,1133.630005,1133.630005,1133.630005,0,1133.630005,"1965-05-24"
1124.829956,1124.829956,1124.829956,1124.829956,0,1124.829956,"1965-05-25"
1117.660034,1117.660034,1117.660034,1117.660034,0,1117.660034,"1965-05-26"
1101,1101,1101,1101,0,1101,"1965-05-27"
1081.51001,1081.51001,1081.51001,1081.51001,0,1081.51001,"1965-05-28"
1096.599976,1096.599976,1096.599976,1096.599976,0,1096.599976,"1965-05-31"
1092.849976,1092.849976,1092.849976,1092.849976,0,1092.849976,"1965-06-01"
1119.26001,1119.26001,1119.26001,1119.26001,0,1119.26001,"1965-06-02"
1131.319946,1131.319946,1131.319946,1131.319946,0,1131.319946,"1965-06-03"
1120.530029,1120.530029,1120.530029,1120.530029,0,1120.530029,"1965-06-04"
1114.52002,1114.52002,1114.52002,1114.52002,0,1114.52002,"1965-06-07"
1109.420044,1109.420044,1109.420044,1109.420044,0,1109.420044,"1965-06-08"
1101.349976,1101.349976,1101.349976,1101.349976,0,1101.349976,"1965-06-09"
1090.380005,1090.380005,1090.380005,1090.380005,0,1090.380005,"1965-06-10"
1093.140015,1093.140015,1093.140015,1093.140015,0,1093.140015,"1965-06-11"
1080.290039,1080.290039,1080.290039,1080.290039,0,1080.290039,"1965-06-14"
1069.069946,1069.069946,1069.069946,1069.069946,0,1069.069946,"1965-06-15"
1062.680054,1062.680054,1062.680054,1062.680054,0,1062.680054,"1965-06-16"
1055.599976,1055.599976,1055.599976,1055.599976,0,1055.599976,"1965-06-17"
1080.209961,1080.209961,1080.209961,1080.209961,0,1080.209961,"1965-06-18"
1075.599976,1075.599976,1075.599976,1075.599976,0,1075.599976,"1965-06-21"
1104.030029,1104.030029,1104.030029,1104.030029,0,1104.030029,"1965-06-22"
1091.170044,1091.170044,1091.170044,1091.170044,0,1091.170044,"1965-06-23"
1090.660034,1090.660034,1090.660034,1090.660034,0,1090.660034,"1965-06-24"
1096.560059,1096.560059,1096.560059,1096.560059,0,1096.560059,"1965-06-25"
1072.410034,1072.410034,1072.410034,1072.410034,0,1072.410034,"1965-06-28"
1067.719971,1067.719971,1067.719971,1067.719971,0,1067.719971,"1965-06-29"
1060.109985,1060.109985,1060.109985,1060.109985,0,1060.109985,"1965-06-30"
1064.589966,1064.589966,1064.589966,1064.589966,0,1064.589966,"1965-07-01"
1065.890015,1065.890015,1065.890015,1065.890015,0,1065.890015,"1965-07-02"
1049.069946,1049.069946,1049.069946,1049.069946,0,1049.069946,"1965-07-05"
1046.97998,1046.97998,1046.97998,1046.97998,0,1046.97998,"1965-07-06"
1037.52002,1037.52002,1037.52002,1037.52002,0,1037.52002,"1965-07-07"
1038.449951,1038.449951,1038.449951,1038.449951,0,1038.449951,"1965-07-08"
1032.949951,1032.949951,1032.949951,1032.949951,0,1032.949951,"1965-07-09"
1020.48999,1020.48999,1020.48999,1020.48999,0,1020.48999,"1965-07-12"
1026.77002,1026.77002,1026.77002,1026.77002,0,1026.77002,"1965-07-13"
1033.140015,1033.140015,1033.140015,1033.140015,0,1033.140015,"1965-07-14"
1024.680054,1024.680054,1024.680054,1024.680054,0,1024.680054,"1965-07-15"
1037.969971,1037.969971,1037.969971,1037.969971,0,1037.969971,"1965-07-16"
1037.52002,1037.52002,1037.52002,1037.52002,0,1037.52002,"1965-07-19"
NA,NA,NA,NA,NA,NA,"1965-07-20"
1045.689941,1045.689941,1045.689941,1045.689941,0,1045.689941,"1965-07-21"
1036.069946,1036.069946,1036.069946,1036.069946,0,1036.069946,"1965-07-22"
1027.849976,1027.849976,1027.849976,1027.849976,0,1027.849976,"1965-07-23"
1034.339966,1034.339966,1034.339966,1034.339966,0,1034.339966,"1965-07-26"
1052.060059,1052.060059,1052.060059,1052.060059,0,1052.060059,"1965-07-27"
1066.189941,1066.189941,1066.189941,1066.189941,0,1066.189941,"1965-07-28"
1085.410034,1085.410034,1085.410034,1085.410034,0,1085.410034,"1965-07-29"
1097.199951,1097.199951,1097.199951,1097.199951,0,1097.199951,"1965-07-30"
1120.589966,1120.589966,1120.589966,1120.589966,0,1120.589966,"1965-08-02"
1111.689941,1111.689941,1111.689941,1111.689941,0,1111.689941,"1965-08-03"
1135.310059,1135.310059,1135.310059,1135.310059,0,1135.310059,"1965-08-04"
1153.709961,1153.709961,1153.709961,1153.709961,0,1153.709961,"1965-08-05"
1145.869995,1145.869995,1145.869995,1145.869995,0,1145.869995,"1965-08-06"
1150.569946,1150.569946,1150.569946,1150.569946,0,1150.569946,"1965-08-09"
1133,1133,1133,1133,0,1133,"1965-08-10"
1122.089966,1122.089966,1122.089966,1122.089966,0,1122.089966,"1965-08-11"
1130.329956,1130.329956,1130.329956,1130.329956,0,1130.329956,"1965-08-12"
1146.660034,1146.660034,1146.660034,1146.660034,0,1146.660034,"1965-08-13"
1158.349976,1158.349976,1158.349976,1158.349976,0,1158.349976,"1965-08-16"
1151.77002,1151.77002,1151.77002,1151.77002,0,1151.77002,"1965-08-17"
1157.02002,1157.02002,1157.02002,1157.02002,0,1157.02002,"1965-08-18"
1168.619995,1168.619995,1168.619995,1168.619995,0,1168.619995,"1965-08-19"
1165.810059,1165.810059,1165.810059,1165.810059,0,1165.810059,"1965-08-20"
1170.920044,1170.920044,1170.920044,1170.920044,0,1170.920044,"1965-08-23"
1183.339966,1183.339966,1183.339966,1183.339966,0,1183.339966,"1965-08-24"
1198.910034,1198.910034,1198.910034,1198.910034,0,1198.910034,"1965-08-25"
1198.380005,1198.380005,1198.380005,1198.380005,0,1198.380005,"1965-08-26"
1214.949951,1214.949951,1214.949951,1214.949951,0,1214.949951,"1965-08-27"
1245.48999,1245.48999,1245.48999,1245.48999,0,1245.48999,"1965-08-30"
1255.579956,1255.579956,1255.579956,1255.579956,0,1255.579956,"1965-08-31"
1249.719971,1249.719971,1249.719971,1249.719971,0,1249.719971,"1965-09-01"
1240.069946,1240.069946,1240.069946,1240.069946,0,1240.069946,"1965-09-02"
1256.219971,1256.219971,1256.219971,1256.219971,0,1256.219971,"1965-09-03"
1235.780029,1235.780029,1235.780029,1235.780029,0,1235.780029,"1965-09-06"
1239.97998,1239.97998,1239.97998,1239.97998,0,1239.97998,"1965-09-07"
1260.02002,1260.02002,1260.02002,1260.02002,0,1260.02002,"1965-09-08"
1277.150024,1277.150024,1277.150024,1277.150024,0,1277.150024,"1965-09-09"
1273.22998,1273.22998,1273.22998,1273.22998,0,1273.22998,"1965-09-10"
1250.290039,1250.290039,1250.290039,1250.290039,0,1250.290039,"1965-09-13"
1250.099976,1250.099976,1250.099976,1250.099976,0,1250.099976,"1965-09-14"
NA,NA,NA,NA,NA,NA,"1965-09-15"
1242.949951,1242.949951,1242.949951,1242.949951,0,1242.949951,"1965-09-16"
1266.400024,1266.400024,1266.400024,1266.400024,0,1266.400024,"1965-09-17"
1271.76001,1271.76001,1271.76001,1271.76001,0,1271.76001,"1965-09-20"
1253.25,1253.25,1253.25,1253.25,0,1253.25,"1965-09-21"
1252.160034,1252.160034,1252.160034,1252.160034,0,1252.160034,"1965-09-22"
NA,NA,NA,NA,NA,NA,"1965-09-23"
1243.400024,1243.400024,1243.400024,1243.400024,0,1243.400024,"1965-09-24"
1233.410034,1233.410034,1233.410034,1233.410034,0,1233.410034,"1965-09-27"
1251.880005,1251.880005,1251.880005,1251.880005,0,1251.880005,"1965-09-28"
1235.810059,1235.810059,1235.810059,1235.810059,0,1235.810059,"1965-09-29"
1223.73999,1223.73999,1223.73999,1223.73999,0,1223.73999,"1965-09-30"
1210.109985,1210.109985,1210.109985,1210.109985,0,1210.109985,"1965-10-01"
1204.47998,1204.47998,1204.47998,1204.47998,0,1204.47998,"1965-10-04"
1191.890015,1191.890015,1191.890015,1191.890015,0,1191.890015,"1965-10-05"
1201.900024,1201.900024,1201.900024,1201.900024,0,1201.900024,"1965-10-06"
1207.459961,1207.459961,1207.459961,1207.459961,0,1207.459961,"1965-10-07"
1198.109985,1198.109985,1198.109985,1198.109985,0,1198.109985,"1965-10-08"
NA,NA,NA,NA,NA,NA,"1965-10-11"
1233.77002,1233.77002,1233.77002,1233.77002,0,1233.77002,"1965-10-12"
1258.339966,1258.339966,1258.339966,1258.339966,0,1258.339966,"1965-10-13"
1243.550049,1243.550049,1243.550049,1243.550049,0,1243.550049,"1965-10-14"
1253.869995,1253.869995,1253.869995,1253.869995,0,1253.869995,"1965-10-15"
1248.839966,1248.839966,1248.839966,1248.839966,0,1248.839966,"1965-10-18"
1253.339966,1253.339966,1253.339966,1253.339966,0,1253.339966,"1965-10-19"
1242.77002,1242.77002,1242.77002,1242.77002,0,1242.77002,"1965-10-20"
1242.23999,1242.23999,1242.23999,1242.23999,0,1242.23999,"1965-10-21"
1240.859985,1240.859985,1240.859985,1240.859985,0,1240.859985,"1965-10-22"
1222.829956,1222.829956,1222.829956,1222.829956,0,1222.829956,"1965-10-25"
1234.73999,1234.73999,1234.73999,1234.73999,0,1234.73999,"1965-10-26"
1247.420044,1247.420044,1247.420044,1247.420044,0,1247.420044,"1965-10-27"
1250.369995,1250.369995,1250.369995,1250.369995,0,1250.369995,"1965-10-28"
1250.680054,1250.680054,1250.680054,1250.680054,0,1250.680054,"1965-10-29"
1268,1268,1268,1268,0,1268,"1965-11-01"
1264.599976,1264.599976,1264.599976,1264.599976,0,1264.599976,"1965-11-02"
NA,NA,NA,NA,NA,NA,"1965-11-03"
1268.640015,1268.640015,1268.640015,1268.640015,0,1268.640015,"1965-11-04"
1262.800049,1262.800049,1262.800049,1262.800049,0,1262.800049,"1965-11-05"
1284.310059,1284.310059,1284.310059,1284.310059,0,1284.310059,"1965-11-08"
1295.420044,1295.420044,1295.420044,1295.420044,0,1295.420044,"1965-11-09"
1300.969971,1300.969971,1300.969971,1300.969971,0,1300.969971,"1965-11-10"
1304.900024,1304.900024,1304.900024,1304.900024,0,1304.900024,"1965-11-11"
1323.109985,1323.109985,1323.109985,1323.109985,0,1323.109985,"1965-11-12"
1304.219971,1304.219971,1304.219971,1304.219971,0,1304.219971,"1965-11-15"
1319.869995,1319.869995,1319.869995,1319.869995,0,1319.869995,"1965-11-16"
1313.810059,1313.810059,1313.810059,1313.810059,0,1313.810059,"1965-11-17"
1340.469971,1340.469971,1340.469971,1340.469971,0,1340.469971,"1965-11-18"
1329.280029,1329.280029,1329.280029,1329.280029,0,1329.280029,"1965-11-19"
1343.670044,1343.670044,1343.670044,1343.670044,0,1343.670044,"1965-11-22"
NA,NA,NA,NA,NA,NA,"1965-11-23"
1354.420044,1354.420044,1354.420044,1354.420044,0,1354.420044,"1965-11-24"
1325.560059,1325.560059,1325.560059,1325.560059,0,1325.560059,"1965-11-25"
1335.930054,1335.930054,1335.930054,1335.930054,0,1335.930054,"1965-11-26"
1359.810059,1359.810059,1359.810059,1359.810059,0,1359.810059,"1965-11-29"
1373.160034,1373.160034,1373.160034,1373.160034,0,1373.160034,"1965-11-30"
1377.670044,1377.670044,1377.670044,1377.670044,0,1377.670044,"1965-12-01"
1409.069946,1409.069946,1409.069946,1409.069946,0,1409.069946,"1965-12-02"
1376.560059,1376.560059,1376.560059,1376.560059,0,1376.560059,"1965-12-03"
1315.26001,1315.26001,1315.26001,1315.26001,0,1315.26001,"1965-12-06"
1349.300049,1349.300049,1349.300049,1349.300049,0,1349.300049,"1965-12-07"
1357.780029,1357.780029,1357.780029,1357.780029,0,1357.780029,"1965-12-08"
1330.079956,1330.079956,1330.079956,1330.079956,0,1330.079956,"1965-12-09"
1334.939941,1334.939941,1334.939941,1334.939941,0,1334.939941,"1965-12-10"
1340.050049,1340.050049,1340.050049,1340.050049,0,1340.050049,"1965-12-13"
1347.829956,1347.829956,1347.829956,1347.829956,0,1347.829956,"1965-12-14"
1362.810059,1362.810059,1362.810059,1362.810059,0,1362.810059,"1965-12-15"
1373.619995,1373.619995,1373.619995,1373.619995,0,1373.619995,"1965-12-16"
1369.839966,1369.839966,1369.839966,1369.839966,0,1369.839966,"1965-12-17"
1367.420044,1367.420044,1367.420044,1367.420044,0,1367.420044,"1965-12-20"
1364.969971,1364.969971,1364.969971,1364.969971,0,1364.969971,"1965-12-21"
1373.790039,1373.790039,1373.790039,1373.790039,0,1373.790039,"1965-12-22"
NA,NA,NA,NA,NA,NA,"1965-12-23"
1389.290039,1389.290039,1389.290039,1389.290039,0,1389.290039,"1965-12-24"
1412.77002,1412.77002,1412.77002,1412.77002,0,1412.77002,"1965-12-27"
1417.829956,1417.829956,1417.829956,1417.829956,0,1417.829956,"1965-12-28"
