"NYA.Open","NYA.High","NYA.Low","NYA.Close","NYA.Volume","NYA.Adjusted","Date"
7624.319824,7624.319824,7559.990234,7612.149902,3592580000,7612.149902,"2012-01-04"
7612.149902,7613.600098,7512.649902,7599.970215,4315950000,7599.970215,"2012-01-05"
7599.970215,7601.47998,7535.620117,7557.680176,3656830000,7557.680176,"2012-01-06"
7557.680176,7588.890137,7539.339844,7584.660156,3371600000,7584.660156,"2012-01-09"
7584.660156,7688.220215,7584.660156,7668.899902,4221960000,7668.899902,"2012-01-10"
7668.899902,7668.899902,7615.939941,7661.97998,3968120000,7661.97998,"2012-01-11"
7661.97998,7691.100098,7622.529785,7681.259766,4019890000,7681.259766,"2012-01-12"
7681.259766,7681.259766,7555.100098,7632.029785,3692370000,7632.029785,"2012-01-13"
7632.029785,7723.47998,7632.029785,7670.470215,4010490000,7670.470215,"2012-01-17"
7670.470215,7766.950195,7662.450195,7766.950195,4096160000,7766.950195,"2012-01-18"
7766.950195,7824.069824,7766.950195,7819.359863,4465890000,7819.359863,"2012-01-19"
7819.370117,7829.370117,7793.009766,7829.339844,3912620000,7829.339844,"2012-01-20"
7829.330078,7885.569824,7819.509766,7855.52002,3770910000,7855.52002,"2012-01-23"
7843.939941,7843.939941,7778.689941,7840.649902,3693560000,7840.649902,"2012-01-24"
7829.220215,7926.330078,7765.040039,7914.810059,4410910000,7914.810059,"2012-01-25"
7829.740234,7929.759766,7822.72998,7883.899902,4522070000,7883.899902,"2012-01-26"
7883.899902,7897.330078,7850.080078,7876.609863,4007380000,7876.609863,"2012-01-27"
7876.609863,7876.609863,7766.02002,7834.399902,3659010000,7834.399902,"2012-01-30"
7834.410156,7894.939941,7801.27002,7838.47998,4235550000,7838.47998,"2012-01-31"
7838.47998,7968.069824,7838.47998,7931.430176,4504360000,7931.430176,"2012-02-01"
7931.450195,7967.75,7920.410156,7945.430176,4120920000,7945.430176,"2012-02-02"
7945.430176,8061.919922,7945.430176,8060.430176,4608550000,8060.430176,"2012-02-03"
8060.430176,8060.430176,8007.950195,8048.040039,3379700000,8048.040039,"2012-02-06"
8048.029785,8081.560059,7997.990234,8069.700195,3742460000,8069.700195,"2012-02-07"
8069.709961,8100.22998,8038.029785,8082.97998,4096730000,8082.97998,"2012-02-08"
8082.97998,8107.240234,8045.549805,8081.25,4209890000,8081.25,"2012-02-09"
8081.25,8081.25,7964.390137,7992.049805,3877580000,7992.049805,"2012-02-10"
7992.029785,8065.439941,7992.029785,8056.22998,3618040000,8056.22998,"2012-02-13"
8056.22998,8056.22998,7974.25,8029.609863,3889520000,8029.609863,"2012-02-14"
8029.620117,8059.259766,7982.879883,7998.649902,4080340000,7998.649902,"2012-02-15"
7998.649902,8095.390137,7981.870117,8092.189941,4108880000,8092.189941,"2012-02-16"
8092.189941,8129.399902,8091.649902,8114.509766,3717640000,8114.509766,"2012-02-17"
8114.790039,8150.560059,8095.629883,8115.419922,3795200000,8115.419922,"2012-02-21"
8102.450195,8114.700195,8077.140137,8094.390137,3633710000,8094.390137,"2012-02-22"
8092.620117,8139.049805,8062.77002,8136.149902,3786450000,8136.149902,"2012-02-23"
8151.459961,8176.290039,8139.950195,8151.970215,3505360000,8151.970215,"2012-02-24"
8100.629883,8164.660156,8066.02002,8143.560059,3648890000,8143.560059,"2012-02-27"
8149.069824,8182.02002,8132.069824,8171.540039,3579120000,8171.540039,"2012-02-28"
