"IMOEX.ME.Open","IMOEX.ME.High","IMOEX.ME.Low","IMOEX.ME.Close","IMOEX.ME.Volume","IMOEX.ME.Adjusted","Date"
2294.370117,2299.080078,2277.300049,2297.98999,0,2297.98999,"2018-08-03"
