"STOXX50E.Open","STOXX50E.High","STOXX50E.Low","STOXX50E.Close","STOXX50E.Volume","STOXX50E.Adjusted","Date"
1068.02002,1068.02002,1068.02002,1068.02002,0,1068.02002,"1992-03-13"
1067.109985,1067.109985,1067.109985,1067.109985,0,1067.109985,"1992-03-16"
1068.27002,1068.27002,1068.27002,1068.27002,0,1068.27002,"1992-03-17"
1066.089966,1066.089966,1066.089966,1066.089966,0,1066.089966,"1992-03-18"
1063.109985,1063.109985,1063.109985,1063.109985,0,1063.109985,"1992-03-19"
1070.819946,1070.819946,1070.819946,1070.819946,0,1070.819946,"1992-03-20"
1056.890015,1056.890015,1056.890015,1056.890015,0,1056.890015,"1992-03-23"
1056.709961,1056.709961,1056.709961,1056.709961,0,1056.709961,"1992-03-24"
1058.579956,1058.579956,1058.579956,1058.579956,0,1058.579956,"1992-03-25"
1062.189941,1062.189941,1062.189941,1062.189941,0,1062.189941,"1992-03-26"
1057.900024,1057.900024,1057.900024,1057.900024,0,1057.900024,"1992-03-27"
1060.790039,1060.790039,1060.790039,1060.790039,0,1060.790039,"1992-03-30"
1060.780029,1060.780029,1060.780029,1060.780029,0,1060.780029,"1992-03-31"
1058.369995,1058.369995,1058.369995,1058.369995,0,1058.369995,"1992-04-01"
1060.680054,1060.680054,1060.680054,1060.680054,0,1060.680054,"1992-04-02"
1061.76001,1061.76001,1061.76001,1061.76001,0,1061.76001,"1992-04-03"
1069.290039,1069.290039,1069.290039,1069.290039,0,1069.290039,"1992-04-06"
1073.689941,1073.689941,1073.689941,1073.689941,0,1073.689941,"1992-04-07"
1050.819946,1050.819946,1050.819946,1050.819946,0,1050.819946,"1992-04-08"
1054.290039,1054.290039,1054.290039,1054.290039,0,1054.290039,"1992-04-09"
1068.930054,1068.930054,1068.930054,1068.930054,0,1068.930054,"1992-04-10"
1065.040039,1065.040039,1065.040039,1065.040039,0,1065.040039,"1992-04-13"
1063.469971,1063.469971,1063.469971,1063.469971,0,1063.469971,"1992-04-14"
1078.969971,1078.969971,1078.969971,1078.969971,0,1078.969971,"1992-04-15"
1069.609985,1069.609985,1069.609985,1069.609985,0,1069.609985,"1992-04-16"
1069.98999,1069.98999,1069.98999,1069.98999,0,1069.98999,"1992-04-17"
1080.619995,1080.619995,1080.619995,1080.619995,0,1080.619995,"1992-04-20"
1079.939941,1079.939941,1079.939941,1079.939941,0,1079.939941,"1992-04-21"
1079.640015,1079.640015,1079.640015,1079.640015,0,1079.640015,"1992-04-22"
1079.329956,1079.329956,1079.329956,1079.329956,0,1079.329956,"1992-04-23"
1078.949951,1078.949951,1078.949951,1078.949951,0,1078.949951,"1992-04-24"
1079.550049,1079.550049,1079.550049,1079.550049,0,1079.550049,"1992-04-27"
1081.640015,1081.640015,1081.640015,1081.640015,0,1081.640015,"1992-04-28"
1084.76001,1084.76001,1084.76001,1084.76001,0,1084.76001,"1992-04-29"
1085.060059,1085.060059,1085.060059,1085.060059,0,1085.060059,"1992-04-30"
1082.709961,1082.709961,1082.709961,1082.709961,0,1082.709961,"1992-05-01"
1080.819946,1080.819946,1080.819946,1080.819946,0,1080.819946,"1992-05-04"
1085.050049,1085.050049,1085.050049,1085.050049,0,1085.050049,"1992-05-05"
1086.619995,1086.619995,1086.619995,1086.619995,0,1086.619995,"1992-05-06"
1088.97998,1088.97998,1088.97998,1088.97998,0,1088.97998,"1992-05-07"
1093.089966,1093.089966,1093.089966,1093.089966,0,1093.089966,"1992-05-08"
1098.900024,1098.900024,1098.900024,1098.900024,0,1098.900024,"1992-05-11"
1091.829956,1091.829956,1091.829956,1091.829956,0,1091.829956,"1992-05-12"
1089.26001,1089.26001,1089.26001,1089.26001,0,1089.26001,"1992-05-13"
1080.290039,1080.290039,1080.290039,1080.290039,0,1080.290039,"1992-05-14"
1087.939941,1087.939941,1087.939941,1087.939941,0,1087.939941,"1992-05-15"
1089,1089,1089,1089,0,1089,"1992-05-18"
1091.099976,1091.099976,1091.099976,1091.099976,0,1091.099976,"1992-05-19"
1091.859985,1091.859985,1091.859985,1091.859985,0,1091.859985,"1992-05-20"
1093.369995,1093.369995,1093.369995,1093.369995,0,1093.369995,"1992-05-21"
1103.719971,1103.719971,1103.719971,1103.719971,0,1103.719971,"1992-05-22"
1108.280029,1108.280029,1108.280029,1108.280029,0,1108.280029,"1992-05-25"
1101.76001,1101.76001,1101.76001,1101.76001,0,1101.76001,"1992-05-26"
1098.199951,1098.199951,1098.199951,1098.199951,0,1098.199951,"1992-05-27"
1099.050049,1099.050049,1099.050049,1099.050049,0,1099.050049,"1992-05-28"
1105.180054,1105.180054,1105.180054,1105.180054,0,1105.180054,"1992-05-29"
1103.530029,1103.530029,1103.530029,1103.530029,0,1103.530029,"1992-06-01"
1101.27002,1101.27002,1101.27002,1101.27002,0,1101.27002,"1992-06-02"
1100.540039,1100.540039,1100.540039,1100.540039,0,1100.540039,"1992-06-03"
1097.849976,1097.849976,1097.849976,1097.849976,0,1097.849976,"1992-06-04"
1093.420044,1093.420044,1093.420044,1093.420044,0,1093.420044,"1992-06-05"
1092.5,1092.5,1092.5,1092.5,0,1092.5,"1992-06-08"
1084.699951,1084.699951,1084.699951,1084.699951,0,1084.699951,"1992-06-09"
1086.089966,1086.089966,1086.089966,1086.089966,0,1086.089966,"1992-06-10"
1077.599976,1077.599976,1077.599976,1077.599976,0,1077.599976,"1992-06-11"
1078.400024,1078.400024,1078.400024,1078.400024,0,1078.400024,"1992-06-12"
1072.76001,1072.76001,1072.76001,1072.76001,0,1072.76001,"1992-06-15"
1077.180054,1077.180054,1077.180054,1077.180054,0,1077.180054,"1992-06-16"
1071.76001,1071.76001,1071.76001,1071.76001,0,1071.76001,"1992-06-17"
1063.920044,1063.920044,1063.920044,1063.920044,0,1063.920044,"1992-06-18"
1064.48999,1064.48999,1064.48999,1064.48999,0,1064.48999,"1992-06-19"
1062.089966,1062.089966,1062.089966,1062.089966,0,1062.089966,"1992-06-22"
1063.619995,1063.619995,1063.619995,1063.619995,0,1063.619995,"1992-06-23"
1061.280029,1061.280029,1061.280029,1061.280029,0,1061.280029,"1992-06-24"
1060.050049,1060.050049,1060.050049,1060.050049,0,1060.050049,"1992-06-25"
1062.839966,1062.839966,1062.839966,1062.839966,0,1062.839966,"1992-06-26"
1056.589966,1056.589966,1056.589966,1056.589966,0,1056.589966,"1992-06-29"
1056.930054,1056.930054,1056.930054,1056.930054,0,1056.930054,"1992-06-30"
1048.290039,1048.290039,1048.290039,1048.290039,0,1048.290039,"1992-07-01"
1057.97998,1057.97998,1057.97998,1057.97998,0,1057.97998,"1992-07-02"
1058.530029,1058.530029,1058.530029,1058.530029,0,1058.530029,"1992-07-03"
1053.349976,1053.349976,1053.349976,1053.349976,0,1053.349976,"1992-07-06"
1051.5,1051.5,1051.5,1051.5,0,1051.5,"1992-07-07"
1047.160034,1047.160034,1047.160034,1047.160034,0,1047.160034,"1992-07-08"
1054.98999,1054.98999,1054.98999,1054.98999,0,1054.98999,"1992-07-09"
1057.890015,1057.890015,1057.890015,1057.890015,0,1057.890015,"1992-07-10"
1045.959961,1045.959961,1045.959961,1045.959961,0,1045.959961,"1992-07-13"
1044.810059,1044.810059,1044.810059,1044.810059,0,1044.810059,"1992-07-14"
1040.349976,1040.349976,1040.349976,1040.349976,0,1040.349976,"1992-07-15"
1045.599976,1045.599976,1045.599976,1045.599976,0,1045.599976,"1992-07-16"
1023.830017,1023.830017,1023.830017,1023.830017,0,1023.830017,"1992-07-17"
999.150024,999.150024,999.150024,999.150024,0,999.150024,"1992-07-20"
998.51001,998.51001,998.51001,998.51001,0,998.51001,"1992-07-21"
990.679993,990.679993,990.679993,990.679993,0,990.679993,"1992-07-22"
989.849976,989.849976,989.849976,989.849976,0,989.849976,"1992-07-23"
978.090027,978.090027,978.090027,978.090027,0,978.090027,"1992-07-24"
983.309998,983.309998,983.309998,983.309998,0,983.309998,"1992-07-27"
982.820007,982.820007,982.820007,982.820007,0,982.820007,"1992-07-28"
989.340027,989.340027,989.340027,989.340027,0,989.340027,"1992-07-29"
993.469971,993.469971,993.469971,993.469971,0,993.469971,"1992-07-30"
988.960022,988.960022,988.960022,988.960022,0,988.960022,"1992-07-31"
987.909973,987.909973,987.909973,987.909973,0,987.909973,"1992-08-03"
992.340027,992.340027,992.340027,992.340027,0,992.340027,"1992-08-04"
993.090027,993.090027,993.090027,993.090027,0,993.090027,"1992-08-05"
997.539978,997.539978,997.539978,997.539978,0,997.539978,"1992-08-06"
985.200012,985.200012,985.200012,985.200012,0,985.200012,"1992-08-07"
975.409973,975.409973,975.409973,975.409973,0,975.409973,"1992-08-10"
961.909973,961.909973,961.909973,961.909973,0,961.909973,"1992-08-11"
957.609985,957.609985,957.609985,957.609985,0,957.609985,"1992-08-12"
951.97998,951.97998,951.97998,951.97998,0,951.97998,"1992-08-13"
963.840027,963.840027,963.840027,963.840027,0,963.840027,"1992-08-14"
964.609985,964.609985,964.609985,964.609985,0,964.609985,"1992-08-17"
956.359985,956.359985,956.359985,956.359985,0,956.359985,"1992-08-18"
957.619995,957.619995,957.619995,957.619995,0,957.619995,"1992-08-19"
955.679993,955.679993,955.679993,955.679993,0,955.679993,"1992-08-20"
968.190002,968.190002,968.190002,968.190002,0,968.190002,"1992-08-21"
941.719971,941.719971,941.719971,941.719971,0,941.719971,"1992-08-24"
935.469971,935.469971,935.469971,935.469971,0,935.469971,"1992-08-25"
933.840027,933.840027,933.840027,933.840027,0,933.840027,"1992-08-26"
942.650024,942.650024,942.650024,942.650024,0,942.650024,"1992-08-27"
943.429993,943.429993,943.429993,943.429993,0,943.429993,"1992-08-28"
951.679993,951.679993,951.679993,951.679993,0,951.679993,"1992-08-31"
945.840027,945.840027,945.840027,945.840027,0,945.840027,"1992-09-01"
945.23999,945.23999,945.23999,945.23999,0,945.23999,"1992-09-02"
964.859985,964.859985,964.859985,964.859985,0,964.859985,"1992-09-03"
968.690002,968.690002,968.690002,968.690002,0,968.690002,"1992-09-04"
964,964,964,964,0,964,"1992-09-07"
961.340027,961.340027,961.340027,961.340027,0,961.340027,"1992-09-08"
957.869995,957.869995,957.869995,957.869995,0,957.869995,"1992-09-09"
954.48999,954.48999,954.48999,954.48999,0,954.48999,"1992-09-10"
966.200012,966.200012,966.200012,966.200012,0,966.200012,"1992-09-11"
1005.609985,1005.609985,1005.609985,1005.609985,0,1005.609985,"1992-09-14"
992.169983,992.169983,992.169983,992.169983,0,992.169983,"1992-09-15"
1018.380005,1018.380005,1018.380005,1018.380005,0,1018.380005,"1992-09-16"
1005.530029,1005.530029,1005.530029,1005.530029,0,1005.530029,"1992-09-17"
1036.180054,1036.180054,1036.180054,1036.180054,0,1036.180054,"1992-09-18"
1013.22998,1013.22998,1013.22998,1013.22998,0,1013.22998,"1992-09-21"
1020.469971,1020.469971,1020.469971,1020.469971,0,1020.469971,"1992-09-22"
1007.01001,1007.01001,1007.01001,1007.01001,0,1007.01001,"1992-09-23"
1009.940002,1009.940002,1009.940002,1009.940002,0,1009.940002,"1992-09-24"
1002.400024,1002.400024,1002.400024,1002.400024,0,1002.400024,"1992-09-25"
972.73999,972.73999,972.73999,972.73999,0,972.73999,"1992-09-28"
970.130005,970.130005,970.130005,970.130005,0,970.130005,"1992-09-29"
968.580017,968.580017,968.580017,968.580017,0,968.580017,"1992-09-30"
958.969971,958.969971,958.969971,958.969971,0,958.969971,"1992-10-01"
971.109985,971.109985,971.109985,971.109985,0,971.109985,"1992-10-02"
920.650024,920.650024,920.650024,920.650024,0,920.650024,"1992-10-05"
928.880005,928.880005,928.880005,928.880005,0,928.880005,"1992-10-06"
931.960022,931.960022,931.960022,931.960022,0,931.960022,"1992-10-07"
945.27002,945.27002,945.27002,945.27002,0,945.27002,"1992-10-08"
952.369995,952.369995,952.369995,952.369995,0,952.369995,"1992-10-09"
954.099976,954.099976,954.099976,954.099976,0,954.099976,"1992-10-12"
959.869995,959.869995,959.869995,959.869995,0,959.869995,"1992-10-13"
956.219971,956.219971,956.219971,956.219971,0,956.219971,"1992-10-14"
950.130005,950.130005,950.130005,950.130005,0,950.130005,"1992-10-15"
955.47998,955.47998,955.47998,955.47998,0,955.47998,"1992-10-16"
953.119995,953.119995,953.119995,953.119995,0,953.119995,"1992-10-19"
977.869995,977.869995,977.869995,977.869995,0,977.869995,"1992-10-20"
962.909973,962.909973,962.909973,962.909973,0,962.909973,"1992-10-21"
975.900024,975.900024,975.900024,975.900024,0,975.900024,"1992-10-22"
988.52002,988.52002,988.52002,988.52002,0,988.52002,"1992-10-23"
991.919983,991.919983,991.919983,991.919983,0,991.919983,"1992-10-26"
988.469971,988.469971,988.469971,988.469971,0,988.469971,"1992-10-27"
983.960022,983.960022,983.960022,983.960022,0,983.960022,"1992-10-28"
978.650024,978.650024,978.650024,978.650024,0,978.650024,"1992-10-29"
980.049988,980.049988,980.049988,980.049988,0,980.049988,"1992-10-30"
979.789978,979.789978,979.789978,979.789978,0,979.789978,"1992-11-02"
987.099976,987.099976,987.099976,987.099976,0,987.099976,"1992-11-03"
987.650024,987.650024,987.650024,987.650024,0,987.650024,"1992-11-04"
983.460022,983.460022,983.460022,983.460022,0,983.460022,"1992-11-05"
978.719971,978.719971,978.719971,978.719971,0,978.719971,"1992-11-06"
988.190002,988.190002,988.190002,988.190002,0,988.190002,"1992-11-09"
999.190002,999.190002,999.190002,999.190002,0,999.190002,"1992-11-10"
999.690002,999.690002,999.690002,999.690002,0,999.690002,"1992-11-11"
1003.02002,1003.02002,1003.02002,1003.02002,0,1003.02002,"1992-11-12"
1008.469971,1008.469971,1008.469971,1008.469971,0,1008.469971,"1992-11-13"
1004.940002,1004.940002,1004.940002,1004.940002,0,1004.940002,"1992-11-16"
1007.380005,1007.380005,1007.380005,1007.380005,0,1007.380005,"1992-11-17"
1010.77002,1010.77002,1010.77002,1010.77002,0,1010.77002,"1992-11-18"
1006.099976,1006.099976,1006.099976,1006.099976,0,1006.099976,"1992-11-19"
993.549988,993.549988,993.549988,993.549988,0,993.549988,"1992-11-20"
994.659973,994.659973,994.659973,994.659973,0,994.659973,"1992-11-23"
997.830017,997.830017,997.830017,997.830017,0,997.830017,"1992-11-24"
998.690002,998.690002,998.690002,998.690002,0,998.690002,"1992-11-25"
999.340027,999.340027,999.340027,999.340027,0,999.340027,"1992-11-26"
1009.719971,1009.719971,1009.719971,1009.719971,0,1009.719971,"1992-11-27"
1012.369995,1012.369995,1012.369995,1012.369995,0,1012.369995,"1992-11-30"
1010.700012,1010.700012,1010.700012,1010.700012,0,1010.700012,"1992-12-01"
1005.950012,1005.950012,1005.950012,1005.950012,0,1005.950012,"1992-12-02"
1005.950012,1005.950012,1005.950012,1005.950012,0,1005.950012,"1992-12-03"
1004.669983,1004.669983,1004.669983,1004.669983,0,1004.669983,"1992-12-04"
1010.940002,1010.940002,1010.940002,1010.940002,0,1010.940002,"1992-12-07"
1001.400024,1001.400024,1001.400024,1001.400024,0,1001.400024,"1992-12-08"
1003.700012,1003.700012,1003.700012,1003.700012,0,1003.700012,"1992-12-09"
993.969971,993.969971,993.969971,993.969971,0,993.969971,"1992-12-10"
989.859985,989.859985,989.859985,989.859985,0,989.859985,"1992-12-11"
987.01001,987.01001,987.01001,987.01001,0,987.01001,"1992-12-14"
988.150024,988.150024,988.150024,988.150024,0,988.150024,"1992-12-15"
977.950012,977.950012,977.950012,977.950012,0,977.950012,"1992-12-16"
988.380005,988.380005,988.380005,988.380005,0,988.380005,"1992-12-17"
1000.429993,1000.429993,1000.429993,1000.429993,0,1000.429993,"1992-12-18"
1014.450012,1014.450012,1014.450012,1014.450012,0,1014.450012,"1992-12-21"
1023.97998,1023.97998,1023.97998,1023.97998,0,1023.97998,"1992-12-22"
1025.51001,1025.51001,1025.51001,1025.51001,0,1025.51001,"1992-12-23"
1031.589966,1031.589966,1031.589966,1031.589966,0,1031.589966,"1992-12-24"
1031.98999,1031.98999,1031.98999,1031.98999,0,1031.98999,"1992-12-25"
1025.319946,1025.319946,1025.319946,1025.319946,0,1025.319946,"1992-12-28"
1040.900024,1040.900024,1040.900024,1040.900024,0,1040.900024,"1992-12-29"
1034.449951,1034.449951,1034.449951,1034.449951,0,1034.449951,"1992-12-30"
1033.51001,1033.51001,1033.51001,1033.51001,0,1033.51001,"1992-12-31"
1033.660034,1033.660034,1033.660034,1033.660034,0,1033.660034,"1993-01-01"
1028.810059,1028.810059,1028.810059,1028.810059,0,1028.810059,"1993-01-04"
1039.76001,1039.76001,1039.76001,1039.76001,0,1039.76001,"1993-01-05"
1039.670044,1039.670044,1039.670044,1039.670044,0,1039.670044,"1993-01-06"
1034.23999,1034.23999,1034.23999,1034.23999,0,1034.23999,"1993-01-07"
1027.800049,1027.800049,1027.800049,1027.800049,0,1027.800049,"1993-01-08"
1014.659973,1014.659973,1014.659973,1014.659973,0,1014.659973,"1993-01-11"
1017.840027,1017.840027,1017.840027,1017.840027,0,1017.840027,"1993-01-12"
1016.109985,1016.109985,1016.109985,1016.109985,0,1016.109985,"1993-01-13"
1023.190002,1023.190002,1023.190002,1023.190002,0,1023.190002,"1993-01-14"
1036.540039,1036.540039,1036.540039,1036.540039,0,1036.540039,"1993-01-15"
1047.050049,1047.050049,1047.050049,1047.050049,0,1047.050049,"1993-01-18"
1047.030029,1047.030029,1047.030029,1047.030029,0,1047.030029,"1993-01-19"
1046.619995,1046.619995,1046.619995,1046.619995,0,1046.619995,"1993-01-20"
1048.359985,1048.359985,1048.359985,1048.359985,0,1048.359985,"1993-01-21"
1051.290039,1051.290039,1051.290039,1051.290039,0,1051.290039,"1993-01-22"
1034.689941,1034.689941,1034.689941,1034.689941,0,1034.689941,"1993-01-25"
1045.069946,1045.069946,1045.069946,1045.069946,0,1045.069946,"1993-01-26"
1037.130005,1037.130005,1037.130005,1037.130005,0,1037.130005,"1993-01-27"
1038.880005,1038.880005,1038.880005,1038.880005,0,1038.880005,"1993-01-28"
1043.550049,1043.550049,1043.550049,1043.550049,0,1043.550049,"1993-01-29"
1051.339966,1051.339966,1051.339966,1051.339966,0,1051.339966,"1993-02-01"
1054.579956,1054.579956,1054.579956,1054.579956,0,1054.579956,"1993-02-02"
1072.459961,1072.459961,1072.459961,1072.459961,0,1072.459961,"1993-02-03"
1079.359985,1079.359985,1079.359985,1079.359985,0,1079.359985,"1993-02-04"
1097.01001,1097.01001,1097.01001,1097.01001,0,1097.01001,"1993-02-05"
1101.939941,1101.939941,1101.939941,1101.939941,0,1101.939941,"1993-02-08"
1094.130005,1094.130005,1094.130005,1094.130005,0,1094.130005,"1993-02-09"
1095.430054,1095.430054,1095.430054,1095.430054,0,1095.430054,"1993-02-10"
1101.060059,1101.060059,1101.060059,1101.060059,0,1101.060059,"1993-02-11"
1099.459961,1099.459961,1099.459961,1099.459961,0,1099.459961,"1993-02-12"
1106.339966,1106.339966,1106.339966,1106.339966,0,1106.339966,"1993-02-15"
1098.079956,1098.079956,1098.079956,1098.079956,0,1098.079956,"1993-02-16"
1096.599976,1096.599976,1096.599976,1096.599976,0,1096.599976,"1993-02-17"
1109.859985,1109.859985,1109.859985,1109.859985,0,1109.859985,"1993-02-18"
1112.209961,1112.209961,1112.209961,1112.209961,0,1112.209961,"1993-02-19"
1118.75,1118.75,1118.75,1118.75,0,1118.75,"1993-02-22"
1111.420044,1111.420044,1111.420044,1111.420044,0,1111.420044,"1993-02-23"
1109.400024,1109.400024,1109.400024,1109.400024,0,1109.400024,"1993-02-24"
1112.650024,1112.650024,1112.650024,1112.650024,0,1112.650024,"1993-02-25"
1128.359985,1128.359985,1128.359985,1128.359985,0,1128.359985,"1993-02-26"
1140.589966,1140.589966,1140.589966,1140.589966,0,1140.589966,"1993-03-01"
1139.910034,1139.910034,1139.910034,1139.910034,0,1139.910034,"1993-03-02"
1141.150024,1141.150024,1141.150024,1141.150024,0,1141.150024,"1993-03-03"
1138.22998,1138.22998,1138.22998,1138.22998,0,1138.22998,"1993-03-04"
1141.560059,1141.560059,1141.560059,1141.560059,0,1141.560059,"1993-03-05"
1146.060059,1146.060059,1146.060059,1146.060059,0,1146.060059,"1993-03-08"
1148.630005,1148.630005,1148.630005,1148.630005,0,1148.630005,"1993-03-09"
1147.439941,1147.439941,1147.439941,1147.439941,0,1147.439941,"1993-03-10"
1148.349976,1148.349976,1148.349976,1148.349976,0,1148.349976,"1993-03-11"
1135.920044,1135.920044,1135.920044,1135.920044,0,1135.920044,"1993-03-12"
1139.060059,1139.060059,1139.060059,1139.060059,0,1139.060059,"1993-03-15"
1135.51001,1135.51001,1135.51001,1135.51001,0,1135.51001,"1993-03-16"
1130.76001,1130.76001,1130.76001,1130.76001,0,1130.76001,"1993-03-17"
1133.459961,1133.459961,1133.459961,1133.459961,0,1133.459961,"1993-03-18"
1135.089966,1135.089966,1135.089966,1135.089966,0,1135.089966,"1993-03-19"
1118.329956,1118.329956,1118.329956,1118.329956,0,1118.329956,"1993-03-22"
1118.76001,1118.76001,1118.76001,1118.76001,0,1118.76001,"1993-03-23"
1119.930054,1119.930054,1119.930054,1119.930054,0,1119.930054,"1993-03-24"
1127.339966,1127.339966,1127.339966,1127.339966,0,1127.339966,"1993-03-25"
1130.780029,1130.780029,1130.780029,1130.780029,0,1130.780029,"1993-03-26"
1136.439941,1136.439941,1136.439941,1136.439941,0,1136.439941,"1993-03-29"
1139.719971,1139.719971,1139.719971,1139.719971,0,1139.719971,"1993-03-30"
1140.819946,1140.819946,1140.819946,1140.819946,0,1140.819946,"1993-03-31"
1130.040039,1130.040039,1130.040039,1130.040039,0,1130.040039,"1993-04-01"
1122.920044,1122.920044,1122.920044,1122.920044,0,1122.920044,"1993-04-02"
1119.359985,1119.359985,1119.359985,1119.359985,0,1119.359985,"1993-04-05"
1126.339966,1126.339966,1126.339966,1126.339966,0,1126.339966,"1993-04-06"
1123.449951,1123.449951,1123.449951,1123.449951,0,1123.449951,"1993-04-07"
1130.130005,1130.130005,1130.130005,1130.130005,0,1130.130005,"1993-04-08"
1127.079956,1127.079956,1127.079956,1127.079956,0,1127.079956,"1993-04-09"
1126.339966,1126.339966,1126.339966,1126.339966,0,1126.339966,"1993-04-12"
1139.77002,1139.77002,1139.77002,1139.77002,0,1139.77002,"1993-04-13"
1138.300049,1138.300049,1138.300049,1138.300049,0,1138.300049,"1993-04-14"
1135.199951,1135.199951,1135.199951,1135.199951,0,1135.199951,"1993-04-15"
1138.890015,1138.890015,1138.890015,1138.890015,0,1138.890015,"1993-04-16"
1142.119995,1142.119995,1142.119995,1142.119995,0,1142.119995,"1993-04-19"
1136.209961,1136.209961,1136.209961,1136.209961,0,1136.209961,"1993-04-20"
1127.23999,1127.23999,1127.23999,1127.23999,0,1127.23999,"1993-04-21"
1130.800049,1130.800049,1130.800049,1130.800049,0,1130.800049,"1993-04-22"
1123.680054,1123.680054,1123.680054,1123.680054,0,1123.680054,"1993-04-23"
1121.77002,1121.77002,1121.77002,1121.77002,0,1121.77002,"1993-04-26"
1121.589966,1121.589966,1121.589966,1121.589966,0,1121.589966,"1993-04-27"
1120.579956,1120.579956,1120.579956,1120.579956,0,1120.579956,"1993-04-28"
1109.829956,1109.829956,1109.829956,1109.829956,0,1109.829956,"1993-04-29"
1114.25,1114.25,1114.25,1114.25,0,1114.25,"1993-04-30"
1117.219971,1117.219971,1117.219971,1117.219971,0,1117.219971,"1993-05-03"
1116.430054,1116.430054,1116.430054,1116.430054,0,1116.430054,"1993-05-04"
1115.329956,1115.329956,1115.329956,1115.329956,0,1115.329956,"1993-05-05"
1113.329956,1113.329956,1113.329956,1113.329956,0,1113.329956,"1993-05-06"
1103.060059,1103.060059,1103.060059,1103.060059,0,1103.060059,"1993-05-07"
1103.23999,1103.23999,1103.23999,1103.23999,0,1103.23999,"1993-05-10"
1103.51001,1103.51001,1103.51001,1103.51001,0,1103.51001,"1993-05-11"
1107.859985,1107.859985,1107.859985,1107.859985,0,1107.859985,"1993-05-12"
1122.140015,1122.140015,1122.140015,1122.140015,0,1122.140015,"1993-05-13"
1113.780029,1113.780029,1113.780029,1113.780029,0,1113.780029,"1993-05-14"
1106.699951,1106.699951,1106.699951,1106.699951,0,1106.699951,"1993-05-17"
1108.22998,1108.22998,1108.22998,1108.22998,0,1108.22998,"1993-05-18"
1106.5,1106.5,1106.5,1106.5,0,1106.5,"1993-05-19"
1104.219971,1104.219971,1104.219971,1104.219971,0,1104.219971,"1993-05-20"
1102.939941,1102.939941,1102.939941,1102.939941,0,1102.939941,"1993-05-21"
1107.199951,1107.199951,1107.199951,1107.199951,0,1107.199951,"1993-05-24"
1115.339966,1115.339966,1115.339966,1115.339966,0,1115.339966,"1993-05-25"
1113.380005,1113.380005,1113.380005,1113.380005,0,1113.380005,"1993-05-26"
1117.930054,1117.930054,1117.930054,1117.930054,0,1117.930054,"1993-05-27"
1113.699951,1113.699951,1113.699951,1113.699951,0,1113.699951,"1993-05-28"
1113.680054,1113.680054,1113.680054,1113.680054,0,1113.680054,"1993-05-31"
1107.380005,1107.380005,1107.380005,1107.380005,0,1107.380005,"1993-06-01"
1110.219971,1110.219971,1110.219971,1110.219971,0,1110.219971,"1993-06-02"
1110.469971,1110.469971,1110.469971,1110.469971,0,1110.469971,"1993-06-03"
1109.199951,1109.199951,1109.199951,1109.199951,0,1109.199951,"1993-06-04"
1114.589966,1114.589966,1114.589966,1114.589966,0,1114.589966,"1993-06-07"
1118.199951,1118.199951,1118.199951,1118.199951,0,1118.199951,"1993-06-08"
1129.829956,1129.829956,1129.829956,1129.829956,0,1129.829956,"1993-06-09"
1131.030029,1131.030029,1131.030029,1131.030029,0,1131.030029,"1993-06-10"
1136.25,1136.25,1136.25,1136.25,0,1136.25,"1993-06-11"
1138.449951,1138.449951,1138.449951,1138.449951,0,1138.449951,"1993-06-14"
1131.079956,1131.079956,1131.079956,1131.079956,0,1131.079956,"1993-06-15"
1136.869995,1136.869995,1136.869995,1136.869995,0,1136.869995,"1993-06-16"
1134.48999,1134.48999,1134.48999,1134.48999,0,1134.48999,"1993-06-17"
1140.780029,1140.780029,1140.780029,1140.780029,0,1140.780029,"1993-06-18"
1144.339966,1144.339966,1144.339966,1144.339966,0,1144.339966,"1993-06-21"
1157.329956,1157.329956,1157.329956,1157.329956,0,1157.329956,"1993-06-22"
1157.26001,1157.26001,1157.26001,1157.26001,0,1157.26001,"1993-06-23"
1153.369995,1153.369995,1153.369995,1153.369995,0,1153.369995,"1993-06-24"
1153.829956,1153.829956,1153.829956,1153.829956,0,1153.829956,"1993-06-25"
1161.959961,1161.959961,1161.959961,1161.959961,0,1161.959961,"1993-06-28"
1156.5,1156.5,1156.5,1156.5,0,1156.5,"1993-06-29"
1157.579956,1157.579956,1157.579956,1157.579956,0,1157.579956,"1993-06-30"
1156.839966,1156.839966,1156.839966,1156.839966,0,1156.839966,"1993-07-01"
1147.51001,1147.51001,1147.51001,1147.51001,0,1147.51001,"1993-07-02"
1144.930054,1144.930054,1144.930054,1144.930054,0,1144.930054,"1993-07-05"
1147.619995,1147.619995,1147.619995,1147.619995,0,1147.619995,"1993-07-06"
1154.349976,1154.349976,1154.349976,1154.349976,0,1154.349976,"1993-07-07"
1181.25,1181.25,1181.25,1181.25,0,1181.25,"1993-07-08"
1186.77002,1186.77002,1186.77002,1186.77002,0,1186.77002,"1993-07-09"
1190.420044,1190.420044,1190.420044,1190.420044,0,1190.420044,"1993-07-12"
1187.02002,1187.02002,1187.02002,1187.02002,0,1187.02002,"1993-07-13"
1187.25,1187.25,1187.25,1187.25,0,1187.25,"1993-07-14"
1191.949951,1191.949951,1191.949951,1191.949951,0,1191.949951,"1993-07-15"
1190.280029,1190.280029,1190.280029,1190.280029,0,1190.280029,"1993-07-16"
1195.400024,1195.400024,1195.400024,1195.400024,0,1195.400024,"1993-07-19"
