"NZ50.Open","NZ50.High","NZ50.Low","NZ50.Close","NZ50.Volume","NZ50.Adjusted","Date"
2176.879883,2188.169922,2176.879883,2180.590088,0,2180.590088,"2003-08-05"
2180.590088,2186.620117,2178.01001,2178.5,0,2178.5,"2003-08-06"
2178.5,2202.300049,2178.5,2202.25,0,2202.25,"2003-08-07"
2202.25,2208.52002,2199.590088,2207.030029,0,2207.030029,"2003-08-10"
2207.030029,2207.030029,2198.72998,2203.399902,0,2203.399902,"2003-08-11"
2203.399902,2218.189941,2203.399902,2217.52002,0,2217.52002,"2003-08-12"
2217.52002,2217.52002,2201.870117,2204.72998,0,2204.72998,"2003-08-13"
2204.72998,2207.550049,2188.639893,2190.280029,0,2190.280029,"2003-08-14"
2190.280029,2208.929932,2190.280029,2208.929932,0,2208.929932,"2003-08-17"
2208.929932,2224.02002,2208.929932,2217.550049,0,2217.550049,"2003-08-18"
2217.550049,2219.129883,2193.939941,2196.649902,0,2196.649902,"2003-08-19"
2196.649902,2199.25,2175.719971,2178.090088,0,2178.090088,"2003-08-20"
2178.090088,2178.820068,2167.969971,2174.620117,0,2174.620117,"2003-08-21"
2174.620117,2176.659912,2167.060059,2171.969971,0,2171.969971,"2003-08-24"
2171.969971,2189.97998,2171.47998,2184.179932,0,2184.179932,"2003-08-25"
2184.179932,2191.870117,2178.120117,2178.120117,0,2178.120117,"2003-08-26"
2178.120117,2190.02002,2177.350098,2188.320068,0,2188.320068,"2003-08-27"
2188.320068,2216.310059,2188.320068,2214.909912,0,2214.909912,"2003-08-28"
2214.909912,2219.820068,2207.840088,2208.409912,0,2208.409912,"2003-08-31"
2208.409912,2214.850098,2203.570068,2206.689941,0,2206.689941,"2003-09-01"
2206.689941,2216.76001,2206.689941,2216.76001,0,2216.76001,"2003-09-02"
2216.76001,2222.449951,2215.850098,2218.879883,0,2218.879883,"2003-09-03"
2218.879883,2229.639893,2218.879883,2223.360107,0,2223.360107,"2003-09-04"
2223.360107,2223.360107,2210.669922,2216.649902,0,2216.649902,"2003-09-07"
2216.649902,2221.669922,2215.280029,2218.25,0,2218.25,"2003-09-08"
2218.25,2223.340088,2213.129883,2213.73999,0,2213.73999,"2003-09-09"
2213.73999,2214.840088,2206.199951,2213.389893,0,2213.389893,"2003-09-10"
2213.389893,2217.669922,2210.060059,2210.23999,0,2210.23999,"2003-09-11"
2210.23999,2232.199951,2210.23999,2231.73999,0,2231.73999,"2003-09-14"
2231.73999,2232.590088,2220.699951,2221.459961,0,2221.459961,"2003-09-15"
2221.459961,2240.199951,2221.459961,2240.02002,0,2240.02002,"2003-09-16"
2240.02002,2269.699951,2236.600098,2239.97998,0,2239.97998,"2003-09-17"
2239.97998,2270.149902,2239.97998,2260.870117,0,2260.870117,"2003-09-18"
2260.870117,2270.379883,2260.870117,2267.600098,0,2267.600098,"2003-09-21"
2267.600098,2272.449951,2267.600098,2271.48999,0,2271.48999,"2003-09-22"
2271.48999,2275.560059,2262.97998,2275.560059,0,2275.560059,"2003-09-23"
2275.560059,2275.939941,2263.51001,2272.790039,0,2272.790039,"2003-09-24"
2272.790039,2277.780029,2258.73999,2274.209961,0,2274.209961,"2003-09-25"
2274.209961,2279.649902,2269.73999,2270.590088,0,2270.590088,"2003-09-28"
2270.590088,2284.649902,2270.590088,2280.830078,0,2280.830078,"2003-09-29"
2280.830078,2286.850098,2271.439941,2272.52002,0,2272.52002,"2003-09-30"
2272.52002,2281.73999,2269.320068,2278.52002,0,2278.52002,"2003-10-01"
2278.52002,2297.820068,2278.52002,2293.169922,0,2293.169922,"2003-10-02"
2293.169922,2308.600098,2293.169922,2302.209961,0,2302.209961,"2003-10-05"
2302.209961,2307.929932,2297.639893,2298.780029,0,2298.780029,"2003-10-06"
2298.780029,2300.399902,2295.570068,2297.590088,0,2297.590088,"2003-10-07"
2297.590088,2304.139893,2287.719971,2300.939941,0,2300.939941,"2003-10-08"
2300.939941,2304.969971,2293.350098,2293.350098,0,2293.350098,"2003-10-09"
2293.350098,2304.290039,2292.719971,2299.72998,0,2299.72998,"2003-10-12"
2299.72998,2304.76001,2280.47998,2281.550049,0,2281.550049,"2003-10-13"
2281.550049,2295.649902,2281.550049,2288.959961,0,2288.959961,"2003-10-14"
2288.959961,2299.23999,2287.48999,2294.820068,0,2294.820068,"2003-10-15"
2294.820068,2311.76001,2294.820068,2310.48999,0,2310.48999,"2003-10-16"
2310.48999,2315.649902,2307.889893,2310.959961,0,2310.959961,"2003-10-19"
2310.959961,2315.389893,2310.090088,2312.860107,0,2312.860107,"2003-10-20"
2312.860107,2316.310059,2307.23999,2309,0,2309,"2003-10-21"
2309,2309,2293.330078,2293.449951,0,2293.449951,"2003-10-22"
2293.449951,2300.860107,2290.639893,2291.600098,0,2291.600098,"2003-10-23"
NA,NA,NA,NA,NA,NA,"2003-10-26"
2291.600098,2298.080078,2291.22998,2298.080078,0,2298.080078,"2003-10-27"
2298.080078,2320.22998,2298.080078,2318.209961,0,2318.209961,"2003-10-28"
2318.209961,2322.110107,2308.669922,2312.290039,0,2312.290039,"2003-10-29"
2312.290039,2318.22998,2304.290039,2306.919922,0,2306.919922,"2003-10-30"
2306.919922,2322.540039,2306.800049,2315.179932,0,2315.179932,"2003-11-02"
2315.179932,2326.129883,2315.179932,2325.820068,0,2325.820068,"2003-11-03"
2325.820068,2332.919922,2321.459961,2321.600098,0,2321.600098,"2003-11-04"
2321.600098,2324.149902,2307.290039,2309.780029,0,2309.780029,"2003-11-05"
2309.780029,2319.27002,2309.72998,2317.939941,0,2317.939941,"2003-11-06"
2317.939941,2317.939941,2311.590088,2312.060059,0,2312.060059,"2003-11-09"
2312.060059,2333.600098,2310.310059,2333.600098,0,2333.600098,"2003-11-10"
2333.600098,2334.360107,2319.800049,2321.860107,0,2321.860107,"2003-11-11"
2321.860107,2327.790039,2321.860107,2324.530029,0,2324.530029,"2003-11-12"
2324.530029,2329.25,2317.409912,2319.540039,0,2319.540039,"2003-11-13"
2319.540039,2330.840088,2314.800049,2323.810059,0,2323.810059,"2003-11-16"
2323.810059,2333.629883,2313.810059,2333.629883,0,2333.629883,"2003-11-17"
2333.629883,2342.040039,2331.550049,2339.870117,0,2339.870117,"2003-11-18"
2339.870117,2346.290039,2334.899902,2341.98999,0,2341.98999,"2003-11-19"
2341.98999,2342.350098,2327.340088,2327.570068,0,2327.570068,"2003-11-20"
2327.570068,2333.409912,2321.639893,2328.719971,0,2328.719971,"2003-11-23"
2328.719971,2335.389893,2327.929932,2333.120117,0,2333.120117,"2003-11-24"
2333.120117,2347.98999,2333.120117,2346.800049,0,2346.800049,"2003-11-25"
2346.800049,2346.949951,2337.969971,2339.340088,0,2339.340088,"2003-11-26"
2339.340088,2348.76001,2332.050049,2345.840088,0,2345.840088,"2003-11-27"
2345.840088,2369.590088,2345.840088,2369.149902,0,2369.149902,"2003-11-30"
2369.149902,2382.870117,2367.899902,2369.459961,0,2369.459961,"2003-12-01"
2369.459961,2369.459961,2355.659912,2362,0,2362,"2003-12-02"
2362,2373.5,2360.719971,2366.560059,0,2366.560059,"2003-12-03"
2366.560059,2371.719971,2356.719971,2361.590088,0,2361.590088,"2003-12-04"
2361.590088,2367.52002,2358.820068,2366.219971,0,2366.219971,"2003-12-07"
2366.219971,2380.580078,2366.219971,2380.580078,0,2380.580078,"2003-12-08"
2380.580078,2380.580078,2370.209961,2375.98999,0,2375.98999,"2003-12-09"
2375.98999,2378.689941,2371.590088,2374.320068,0,2374.320068,"2003-12-10"
2374.320068,2386.340088,2374.100098,2384.51001,0,2384.51001,"2003-12-11"
2384.51001,2408.659912,2384.51001,2406.939941,0,2406.939941,"2003-12-14"
2406.939941,2406.939941,2389.23999,2393.169922,0,2393.169922,"2003-12-15"
2393.169922,2398.22998,2384.600098,2387.22998,0,2387.22998,"2003-12-16"
2387.22998,2397.25,2387.100098,2396.620117,0,2396.620117,"2003-12-17"
2395.350098,2400.790039,2390.070068,2394.459961,0,2394.459961,"2003-12-18"
2394.459961,2407.379883,2394.459961,2406.810059,0,2406.810059,"2003-12-21"
2406.810059,2419.47998,2405.699951,2417.370117,0,2417.370117,"2003-12-22"
2417.370117,2434.139893,2417.370117,2434.139893,0,2434.139893,"2003-12-23"
NA,NA,NA,NA,NA,NA,"2003-12-24"
NA,NA,NA,NA,NA,NA,"2003-12-25"
2434.139893,2438.72998,2433.73999,2434,0,2434,"2003-12-28"
2434,2443.919922,2434,2441.939941,0,2441.939941,"2003-12-29"
2441.939941,2451.26001,2441.47998,2450.340088,0,2450.340088,"2003-12-30"
NA,NA,NA,NA,NA,NA,"2003-12-31"
NA,NA,NA,NA,NA,NA,"2004-01-01"
2450.340088,2458.419922,2450.340088,2453.02002,0,2453.02002,"2004-01-04"
2453.02002,2473.370117,2453.02002,2472.879883,0,2472.879883,"2004-01-05"
2472.879883,2479.830078,2469.919922,2475.199951,0,2475.199951,"2004-01-06"
2475.199951,2475.199951,2456.98999,2456.98999,0,2456.98999,"2004-01-07"
2456.98999,2467.570068,2456.090088,2464.75,0,2464.75,"2004-01-08"
2464.75,2476.820068,2456.689941,2476.820068,0,2476.820068,"2004-01-11"
2476.820068,2477.790039,2459.340088,2462.72998,0,2462.72998,"2004-01-12"
2462.72998,2462.72998,2437.030029,2440.399902,0,2440.399902,"2004-01-13"
2440.399902,2469.73999,2440.399902,2468.870117,0,2468.870117,"2004-01-14"
2468.870117,2483.919922,2466.52002,2479.77002,0,2479.77002,"2004-01-15"
2479.77002,2498.709961,2479.77002,2496.300049,0,2496.300049,"2004-01-18"
2496.300049,2510.47998,2496.300049,2509.179932,0,2509.179932,"2004-01-19"
2509.179932,2520.47998,2496.949951,2501.649902,0,2501.649902,"2004-01-20"
2501.649902,2510.179932,2492.01001,2493.439941,0,2493.439941,"2004-01-21"
2493.439941,2506.639893,2493.439941,2503.25,0,2503.25,"2004-01-22"
2503.25,2507.949951,2499.070068,2503.139893,0,2503.139893,"2004-01-25"
2503.139893,2526.699951,2503.139893,2524.23999,0,2524.23999,"2004-01-26"
2524.23999,2526.850098,2517.51001,2519.919922,0,2519.919922,"2004-01-27"
2519.919922,2519.919922,2480.580078,2485.879883,0,2485.879883,"2004-01-28"
2485.879883,2485.879883,2457.570068,2471.51001,0,2471.51001,"2004-01-29"
2471.51001,2471.51001,2456.120117,2456.120117,0,2456.120117,"2004-02-01"
2456.120117,2462.209961,2446.790039,2448.75,0,2448.75,"2004-02-02"
2448.75,2448.75,2430.120117,2432.550049,0,2432.550049,"2004-02-03"
2432.550049,2437,2425.820068,2431.379883,0,2431.379883,"2004-02-04"
NA,NA,NA,NA,NA,NA,"2004-02-05"
2431.379883,2462.949951,2431.379883,2453.639893,0,2453.639893,"2004-02-08"
2453.639893,2464.439941,2453.350098,2457.72998,0,2457.72998,"2004-02-09"
2457.72998,2457.72998,2431,2439.050049,0,2439.050049,"2004-02-10"
2439.050049,2439.050049,2423,2429.070068,0,2429.070068,"2004-02-11"
2429.070068,2443.409912,2427.030029,2441.879883,0,2441.879883,"2004-02-12"
2441.879883,2441.879883,2429.129883,2431.050049,0,2431.050049,"2004-02-15"
2431.050049,2431.050049,2415.800049,2418.560059,0,2418.560059,"2004-02-16"
2418.560059,2438.129883,2416.73999,2434.790039,0,2434.790039,"2004-02-17"
2434.790039,2436.090088,2428.27002,2434.25,0,2434.25,"2004-02-18"
2434.25,2439.840088,2421.280029,2426.830078,0,2426.830078,"2004-02-19"
2426.830078,2426.830078,2418.97998,2422.159912,0,2422.159912,"2004-02-22"
2422.159912,2425.47998,2417.820068,2420.929932,0,2420.929932,"2004-02-23"
2420.929932,2435.840088,2418.800049,2431.820068,0,2431.820068,"2004-02-24"
2431.820068,2437.580078,2430.590088,2436.530029,0,2436.530029,"2004-02-25"
2436.530029,2442.449951,2420.840088,2440.47998,0,2440.47998,"2004-02-26"
2440.47998,2444.800049,2437.689941,2441.75,0,2441.75,"2004-02-29"
2441.75,2450.659912,2440.570068,2450.659912,0,2450.659912,"2004-03-01"
2450.659912,2464.790039,2448.419922,2463.139893,0,2463.139893,"2004-03-02"
2463.139893,2474.52002,2457.379883,2473.179932,0,2473.179932,"2004-03-03"
2473.179932,2487.030029,2472.669922,2473.199951,0,2473.199951,"2004-03-04"
2473.199951,2479.540039,2466.899902,2478.129883,0,2478.129883,"2004-03-07"
2478.129883,2494.639893,2478.129883,2494.580078,0,2494.580078,"2004-03-08"
2494.580078,2494.580078,2486.570068,2489.350098,0,2489.350098,"2004-03-09"
2489.350098,2515.110107,2489.350098,2512.120117,0,2512.120117,"2004-03-10"
2512.120117,2514.580078,2499.830078,2514.580078,0,2514.580078,"2004-03-11"
2514.580078,2514.580078,2503.409912,2504.209961,0,2504.209961,"2004-03-14"
2504.209961,2506.290039,2495.370117,2502.310059,0,2502.310059,"2004-03-15"
2502.310059,2513.800049,2501.699951,2510.300049,0,2510.300049,"2004-03-16"
2510.300049,2517.649902,2508.389893,2508.5,0,2508.5,"2004-03-17"
2508.5,2512.98999,2502.909912,2507.5,0,2507.5,"2004-03-18"
2507.5,2521.01001,2505.72998,2517.47998,0,2517.47998,"2004-03-21"
2517.47998,2527.659912,2506.080078,2526.52002,0,2526.52002,"2004-03-22"
2526.52002,2534.350098,2520.909912,2533.050049,0,2533.050049,"2004-03-23"
2533.050049,2548.870117,2530.23999,2547.76001,0,2547.76001,"2004-03-24"
2547.76001,2576.330078,2547.76001,2575.620117,0,2575.620117,"2004-03-25"
2575.620117,2578.98999,2566.370117,2578.050049,0,2578.050049,"2004-03-28"
2578.050049,2595.070068,2578.050049,2590.889893,0,2590.889893,"2004-03-29"
2590.889893,2596.709961,2587.889893,2593.02002,0,2593.02002,"2004-03-30"
2593.02002,2595.310059,2585.870117,2591.070068,0,2591.070068,"2004-03-31"
2591.070068,2592.600098,2584.449951,2590.050049,0,2590.050049,"2004-04-01"
2590.050049,2598.669922,2586.639893,2593.439941,0,2593.439941,"2004-04-04"
2593.439941,2628.629883,2593.439941,2622.030029,0,2622.030029,"2004-04-05"
2622.030029,2622.030029,2610,2614.689941,0,2614.689941,"2004-04-06"
2614.689941,2615.639893,2609.659912,2611.129883,0,2611.129883,"2004-04-07"
NA,NA,NA,NA,NA,NA,"2004-04-08"
NA,NA,NA,NA,NA,NA,"2004-04-11"
2611.129883,2612.77002,2603.48999,2604.810059,0,2604.810059,"2004-04-12"
2604.810059,2606.52002,2599.409912,2602.409912,0,2602.409912,"2004-04-13"
2602.409912,2617.070068,2602.409912,2610.51001,0,2610.51001,"2004-04-14"
2610.51001,2613.149902,2607.709961,2609.300049,0,2609.300049,"2004-04-15"
2609.300049,2626.379883,2608.040039,2624.030029,0,2624.030029,"2004-04-18"
2624.030029,2638.709961,2624.01001,2636.389893,0,2636.389893,"2004-04-19"
2636.389893,2650.209961,2634.800049,2648.77002,0,2648.77002,"2004-04-20"
2648.77002,2648.77002,2634.840088,2648.219971,0,2648.219971,"2004-04-21"
2648.219971,2662.02002,2646.610107,2654.840088,0,2654.840088,"2004-04-22"
2654.840088,2657.879883,2645.02002,2645.300049,0,2645.300049,"2004-04-25"
2645.300049,2652.800049,2643.48999,2648.360107,0,2648.360107,"2004-04-26"
2648.360107,2659.449951,2646.73999,2656.22998,0,2656.22998,"2004-04-27"
2656.22998,2656.22998,2632.050049,2640.25,0,2640.25,"2004-04-28"
