"N100.Open","N100.High","N100.Low","N100.Close","N100.Volume","N100.Adjusted","Date"
1115.140015,1115.140015,1115.140015,1115.140015,0,1115.140015,"2000-08-29"
1113.339966,1113.339966,1113.339966,1113.339966,0,1113.339966,"2000-08-30"
1114.880005,1114.880005,1114.880005,1114.880005,0,1114.880005,"2000-08-31"
1134.329956,1134.329956,1134.329956,1134.329956,0,1134.329956,"2000-09-01"
1147.839966,1147.839966,1147.839966,1147.839966,0,1147.839966,"2000-09-04"
1141.290039,1141.290039,1141.290039,1141.290039,0,1141.290039,"2000-09-05"
1133.640015,1133.640015,1133.640015,1133.640015,0,1133.640015,"2000-09-06"
1136.52002,1136.52002,1136.52002,1136.52002,0,1136.52002,"2000-09-07"
1118.790039,1118.790039,1118.790039,1118.790039,0,1118.790039,"2000-09-08"
1117.640015,1117.640015,1117.640015,1117.640015,0,1117.640015,"2000-09-11"
1116.849976,1116.849976,1116.849976,1116.849976,0,1116.849976,"2000-09-12"
1100.219971,1100.219971,1100.219971,1100.219971,0,1100.219971,"2000-09-13"
1107.579956,1107.579956,1107.579956,1107.579956,0,1107.579956,"2000-09-14"
1103.97998,1103.97998,1103.97998,1103.97998,0,1103.97998,"2000-09-15"
1090.290039,1090.290039,1090.290039,1090.290039,0,1090.290039,"2000-09-18"
1089.51001,1089.51001,1089.51001,1089.51001,0,1089.51001,"2000-09-19"
1075.310059,1075.310059,1075.310059,1075.310059,0,1075.310059,"2000-09-20"
1053.22998,1053.22998,1053.22998,1053.22998,0,1053.22998,"2000-09-21"
1052.660034,1052.660034,1052.660034,1052.660034,0,1052.660034,"2000-09-22"
1061.969971,1061.969971,1061.969971,1061.969971,0,1061.969971,"2000-09-25"
1054.900024,1054.900024,1054.900024,1054.900024,0,1054.900024,"2000-09-26"
1058.560059,1058.560059,1058.560059,1058.560059,0,1058.560059,"2000-09-27"
1057.469971,1057.469971,1057.469971,1057.469971,0,1057.469971,"2000-09-28"
1055.27002,1055.27002,1055.27002,1055.27002,0,1055.27002,"2000-09-29"
1005.640015,1005.640015,1005.640015,1005.640015,0,1005.640015,"2000-10-02"
1045.27002,1045.27002,1045.27002,1045.27002,0,1045.27002,"2000-10-03"
1060.359985,1060.359985,1060.359985,1060.359985,0,1060.359985,"2000-10-04"
1066.689941,1066.689941,1066.689941,1066.689941,0,1066.689941,"2000-10-05"
1066.52002,1066.52002,1066.52002,1066.52002,0,1066.52002,"2000-10-06"
1032.280029,1032.280029,1032.280029,1032.280029,0,1032.280029,"2000-10-09"
1036.5,1036.5,1036.5,1036.5,0,1036.5,"2000-10-10"
1009.48999,1009.48999,1009.48999,1009.48999,0,1009.48999,"2000-10-11"
1015.780029,1015.780029,1015.780029,1015.780029,0,1015.780029,"2000-10-12"
1022.469971,1022.469971,1022.469971,1022.469971,0,1022.469971,"2000-10-13"
1026.880005,1026.880005,1026.880005,1026.880005,0,1026.880005,"2000-10-16"
1021.460022,1021.460022,1021.460022,1021.460022,0,1021.460022,"2000-10-17"
1003.859985,1003.859985,1003.859985,1003.859985,0,1003.859985,"2000-10-18"
1025.310059,1025.310059,1025.310059,1025.310059,0,1025.310059,"2000-10-19"
1038.22998,1038.22998,1038.22998,1038.22998,0,1038.22998,"2000-10-20"
1045.369995,1045.369995,1045.369995,1045.369995,0,1045.369995,"2000-10-23"
1066.640015,1066.640015,1066.640015,1066.640015,0,1066.640015,"2000-10-24"
1057.01001,1057.01001,1057.01001,1057.01001,0,1057.01001,"2000-10-25"
1049.050049,1049.050049,1049.050049,1049.050049,0,1049.050049,"2000-10-26"
1058.430054,1058.430054,1058.430054,1058.430054,0,1058.430054,"2000-10-27"
1061.339966,1061.339966,1061.339966,1061.339966,0,1061.339966,"2000-10-30"
1075.25,1075.25,1075.25,1075.25,0,1075.25,"2000-10-31"
1078.400024,1078.400024,1078.400024,1078.400024,0,1078.400024,"2000-11-01"
1075.689941,1075.689941,1075.689941,1075.689941,0,1075.689941,"2000-11-02"
1077.349976,1077.349976,1077.349976,1077.349976,0,1077.349976,"2000-11-03"
1074.640015,1074.640015,1074.640015,1074.640015,0,1074.640015,"2000-11-06"
1077.079956,1077.079956,1077.079956,1077.079956,0,1077.079956,"2000-11-07"
1072.02002,1072.02002,1072.02002,1072.02002,0,1072.02002,"2000-11-08"
1061.319946,1061.319946,1061.319946,1061.319946,0,1061.319946,"2000-11-09"
1044.420044,1044.420044,1044.420044,1044.420044,0,1044.420044,"2000-11-10"
1025.609985,1025.609985,1025.609985,1025.609985,0,1025.609985,"2000-11-13"
1053.849976,1053.849976,1053.849976,1053.849976,0,1053.849976,"2000-11-14"
1064.420044,1064.420044,1064.420044,1064.420044,0,1064.420044,"2000-11-15"
1060.689941,1060.689941,1060.689941,1060.689941,0,1060.689941,"2000-11-16"
1048.949951,1048.949951,1048.949951,1048.949951,0,1048.949951,"2000-11-17"
1027.530029,1027.530029,1027.530029,1027.530029,0,1027.530029,"2000-11-20"
1034.650024,1034.650024,1034.650024,1034.650024,0,1034.650024,"2000-11-21"
1012.429993,1012.429993,1012.429993,1012.429993,0,1012.429993,"2000-11-22"
1022.549988,1022.549988,1022.549988,1022.549988,0,1022.549988,"2000-11-23"
1034.670044,1034.670044,1034.670044,1034.670044,0,1034.670044,"2000-11-24"
1041.709961,1041.709961,1041.709961,1041.709961,0,1041.709961,"2000-11-27"
1027.97998,1027.97998,1027.97998,1027.97998,0,1027.97998,"2000-11-28"
1025.670044,1025.670044,1025.670044,1025.670044,0,1025.670044,"2000-11-29"
1004.349976,1004.349976,1004.349976,1004.349976,0,1004.349976,"2000-11-30"
1009,1009,1009,1009,0,1009,"2000-12-01"
988.900024,988.900024,988.900024,988.900024,0,988.900024,"2000-12-04"
1017.190002,1017.190002,1017.190002,1017.190002,0,1017.190002,"2000-12-05"
1013.549988,1013.549988,1013.549988,1013.549988,0,1013.549988,"2000-12-06"
1011.450012,1011.450012,1011.450012,1011.450012,0,1011.450012,"2000-12-07"
1007.5,1007.5,1007.5,1007.5,0,1007.5,"2000-12-08"
1024.829956,1024.829956,1024.829956,1024.829956,0,1024.829956,"2000-12-11"
1020.130005,1020.130005,1020.130005,1020.130005,0,1020.130005,"2000-12-12"
1008.619995,1008.619995,1008.619995,1008.619995,0,1008.619995,"2000-12-13"
994.789978,994.789978,994.789978,994.789978,0,994.789978,"2000-12-14"
980.590027,980.590027,980.590027,980.590027,0,980.590027,"2000-12-15"
988.869995,988.869995,988.869995,988.869995,0,988.869995,"2000-12-18"
1000.450012,1000.450012,1000.450012,1000.450012,0,1000.450012,"2000-12-19"
972.52002,972.52002,972.52002,972.52002,0,972.52002,"2000-12-20"
970.460022,970.460022,970.460022,970.460022,0,970.460022,"2000-12-21"
975.590027,975.590027,975.590027,975.590027,0,975.590027,"2000-12-22"
NA,NA,NA,NA,NA,NA,"2000-12-25"
NA,NA,NA,NA,NA,NA,"2000-12-26"
988.289978,988.289978,988.289978,988.289978,0,988.289978,"2000-12-27"
997.960022,997.960022,997.960022,997.960022,0,997.960022,"2000-12-28"
997.25,997.25,997.25,997.25,0,997.25,"2000-12-29"
NA,NA,NA,NA,NA,NA,"2001-01-01"
982.219971,982.219971,982.219971,982.219971,0,982.219971,"2001-01-02"
965.869995,965.869995,965.869995,965.869995,0,965.869995,"2001-01-03"
983.440002,983.440002,983.440002,983.440002,0,983.440002,"2001-01-04"
976.039978,976.039978,976.039978,976.039978,0,976.039978,"2001-01-05"
970.690002,970.690002,970.690002,970.690002,0,970.690002,"2001-01-08"
963.159973,963.159973,963.159973,963.159973,0,963.159973,"2001-01-09"
960.409973,960.409973,960.409973,960.409973,0,960.409973,"2001-01-10"
970.169983,970.169983,970.169983,970.169983,0,970.169983,"2001-01-11"
986.059998,986.059998,986.059998,986.059998,0,986.059998,"2001-01-12"
987.700012,987.700012,987.700012,987.700012,0,987.700012,"2001-01-15"
974.929993,974.929993,974.929993,974.929993,0,974.929993,"2001-01-16"
993.619995,993.619995,993.619995,993.619995,0,993.619995,"2001-01-17"
987.580017,987.580017,987.580017,987.580017,0,987.580017,"2001-01-18"
985,985,985,985,0,985,"2001-01-19"
988.909973,988.909973,988.909973,988.909973,0,988.909973,"2001-01-22"
984.179993,984.179993,984.179993,984.179993,0,984.179993,"2001-01-23"
993.700012,993.700012,993.700012,993.700012,0,993.700012,"2001-01-24"
998.309998,998.309998,998.309998,998.309998,0,998.309998,"2001-01-25"
995.900024,995.900024,995.900024,995.900024,0,995.900024,"2001-01-26"
994.349976,994.349976,994.349976,994.349976,0,994.349976,"2001-01-29"
996.02002,996.02002,996.02002,996.02002,0,996.02002,"2001-01-30"
1007.320007,1007.320007,1007.320007,1007.320007,0,1007.320007,"2001-01-31"
994.47998,994.47998,994.47998,994.47998,0,994.47998,"2001-02-01"
986.619995,986.619995,986.619995,986.619995,0,986.619995,"2001-02-02"
986.5,986.5,986.5,986.5,0,986.5,"2001-02-05"
990.530029,990.530029,990.530029,990.530029,0,990.530029,"2001-02-06"
976.909973,976.909973,976.909973,976.909973,0,976.909973,"2001-02-07"
980.049988,980.049988,980.049988,980.049988,0,980.049988,"2001-02-08"
972.169983,972.169983,972.169983,972.169983,0,972.169983,"2001-02-09"
977.02002,977.02002,977.02002,977.02002,0,977.02002,"2001-02-12"
975.52002,975.52002,975.52002,975.52002,0,975.52002,"2001-02-13"
962.969971,962.969971,962.969971,962.969971,0,962.969971,"2001-02-14"
971.609985,971.609985,971.609985,971.609985,0,971.609985,"2001-02-15"
957.01001,957.01001,957.01001,957.01001,0,957.01001,"2001-02-16"
953.450012,953.450012,953.450012,953.450012,0,953.450012,"2001-02-19"
949.619995,949.619995,949.619995,949.619995,0,949.619995,"2001-02-20"
937.369995,937.369995,937.369995,937.369995,0,937.369995,"2001-02-21"
929.950012,929.950012,929.950012,929.950012,0,929.950012,"2001-02-22"
912.130005,912.130005,912.130005,912.130005,0,912.130005,"2001-02-23"
926.409973,926.409973,926.409973,926.409973,0,926.409973,"2001-02-26"
930.619995,930.619995,930.619995,930.619995,0,930.619995,"2001-02-27"
922.359985,922.359985,922.359985,922.359985,0,922.359985,"2001-02-28"
914.559998,914.559998,914.559998,914.559998,0,914.559998,"2001-03-01"
909.849976,909.849976,909.849976,909.849976,0,909.849976,"2001-03-02"
919.640015,919.640015,919.640015,919.640015,0,919.640015,"2001-03-05"
933.02002,933.02002,933.02002,933.02002,0,933.02002,"2001-03-06"
935.380005,935.380005,935.380005,935.380005,0,935.380005,"2001-03-07"
928.179993,928.179993,928.179993,928.179993,0,928.179993,"2001-03-08"
921.330017,921.330017,921.330017,921.330017,0,921.330017,"2001-03-09"
901.280029,901.280029,901.280029,901.280029,0,901.280029,"2001-03-12"
891.099976,891.099976,891.099976,891.099976,0,891.099976,"2001-03-13"
878.700012,878.700012,878.700012,878.700012,0,878.700012,"2001-03-14"
880.849976,885.98999,869.530029,885.98999,0,885.98999,"2001-03-15"
886.950012,886.950012,868.289978,869.289978,0,869.289978,"2001-03-16"
872.02002,878.969971,857.659973,860.409973,0,860.409973,"2001-03-19"
867.200012,873.200012,866.390015,873.150024,0,873.150024,"2001-03-20"
861.789978,861.820007,848.090027,855.390015,0,855.390015,"2001-03-21"
850.599976,850.599976,816.26001,820.619995,0,820.619995,"2001-03-22"
832.390015,842.809998,832.390015,839.780029,0,839.780029,"2001-03-23"
847.950012,868.919983,846.950012,868.780029,0,868.780029,"2001-03-26"
865.369995,885.359985,862.25,885.359985,0,885.359985,"2001-03-27"
885.570007,887.640015,870.710022,873.809998,0,873.809998,"2001-03-28"
862.960022,875.27002,855.169983,874.98999,0,874.98999,"2001-03-29"
872.200012,888.22998,871.700012,881.659973,0,881.659973,"2001-03-30"
886.570007,887.48999,871.210022,884.390015,0,884.390015,"2001-04-02"
875.099976,875.099976,852.289978,853.789978,0,853.789978,"2001-04-03"
845.539978,859.830017,831.409973,858.539978,0,858.539978,"2001-04-04"
861.719971,880.150024,860.929993,875.419983,0,875.419983,"2001-04-05"
884.179993,886.929993,865.559998,873.219971,0,873.219971,"2001-04-06"
869.25,886.309998,867.320007,881.659973,0,881.659973,"2001-04-09"
885.549988,905.030029,883.119995,904.469971,0,904.469971,"2001-04-10"
905.98999,916.140015,901.640015,908.909973,0,908.909973,"2001-04-11"
907.299988,913.960022,903.469971,908.570007,0,908.570007,"2001-04-12"
NA,NA,NA,NA,NA,NA,"2001-04-13"
NA,NA,NA,NA,NA,NA,"2001-04-16"
895.570007,905.159973,885.869995,903.200012,0,903.200012,"2001-04-17"
912.27002,930.559998,912.27002,928.130005,0,928.130005,"2001-04-18"
928.659973,930.380005,916.559998,921.299988,0,921.299988,"2001-04-19"
920.72998,926.960022,912.830017,915.349976,0,915.349976,"2001-04-20"
911.48999,912.820007,903.76001,906.950012,0,906.950012,"2001-04-23"
906.549988,919.940002,906.22998,914.280029,0,914.280029,"2001-04-24"
911.570007,914.929993,906.299988,913.02002,0,913.02002,"2001-04-25"
914.01001,926.450012,908.849976,925.460022,0,925.460022,"2001-04-26"
923.119995,941.619995,920.919983,936.710022,0,936.710022,"2001-04-27"
NA,NA,NA,NA,NA,NA,"2001-04-30"
NA,NA,NA,NA,NA,NA,"2001-05-01"
950.609985,952.909973,939.900024,940.640015,0,940.640015,"2001-05-02"
943.599976,945.570007,921.570007,921.789978,0,921.789978,"2001-05-03"
921.280029,926.27002,908.409973,918.429993,0,918.429993,"2001-05-04"
924.109985,930.200012,922.22998,925.309998,0,925.309998,"2001-05-07"
924.469971,933.090027,919.159973,927.97998,0,927.97998,"2001-05-08"
924.570007,924.609985,917.02002,924.030029,0,924.030029,"2001-05-09"
923.719971,945.830017,922.98999,944.299988,0,944.299988,"2001-05-10"
939.849976,944.559998,937.109985,939.280029,0,939.280029,"2001-05-11"
934.299988,934.76001,924.909973,928.340027,0,928.340027,"2001-05-14"
931.469971,936.169983,924.859985,935.969971,0,935.969971,"2001-05-15"
930.849976,931.460022,920.070007,931.460022,0,931.460022,"2001-05-16"
942.080017,946.719971,939.580017,942.570007,0,942.570007,"2001-05-17"
940.309998,952.409973,938.169983,950.700012,0,950.700012,"2001-05-18"
