"MXX.Open","MXX.High","MXX.Low","MXX.Close","MXX.Volume","MXX.Adjusted","Date"
1524.800049,1524.800049,1524.800049,1524.800049,0,1524.800049,"1992-01-10"
1535,1535,1535,1535,0,1535,"1992-01-13"
1564.300049,1564.300049,1564.300049,1564.300049,0,1564.300049,"1992-01-14"
1565.400024,1565.400024,1565.400024,1565.400024,0,1565.400024,"1992-01-15"
1583.300049,1583.300049,1583.300049,1583.300049,0,1583.300049,"1992-01-16"
1576.099976,1576.099976,1576.099976,1576.099976,0,1576.099976,"1992-01-17"
1574.800049,1574.800049,1574.800049,1574.800049,0,1574.800049,"1992-01-20"
1557.099976,1557.099976,1557.099976,1557.099976,0,1557.099976,"1992-01-21"
1564.400024,1564.400024,1564.400024,1564.400024,0,1564.400024,"1992-01-22"
1594.900024,1594.900024,1594.900024,1594.900024,0,1594.900024,"1992-01-23"
1603.800049,1603.800049,1603.800049,1603.800049,0,1603.800049,"1992-01-24"
1591.099976,1591.099976,1591.099976,1591.099976,0,1591.099976,"1992-01-27"
1603.099976,1603.099976,1603.099976,1603.099976,0,1603.099976,"1992-01-28"
1611.900024,1611.900024,1611.900024,1611.900024,0,1611.900024,"1992-01-29"
1623.5,1623.5,1623.5,1623.5,0,1623.5,"1992-01-30"
1623.5,1623.5,1623.5,1623.5,0,1623.5,"1992-01-31"
1624.5,1624.5,1624.5,1624.5,0,1624.5,"1992-02-03"
1616.099976,1616.099976,1616.099976,1616.099976,0,1616.099976,"1992-02-04"
NA,NA,NA,NA,NA,NA,"1992-02-05"
1649.199951,1649.199951,1649.199951,1649.199951,0,1649.199951,"1992-02-06"
1647.099976,1647.099976,1647.099976,1647.099976,0,1647.099976,"1992-02-07"
1677.400024,1677.400024,1677.400024,1677.400024,0,1677.400024,"1992-02-10"
1709.5,1709.5,1709.5,1709.5,0,1709.5,"1992-02-11"
1739.400024,1739.400024,1739.400024,1739.400024,0,1739.400024,"1992-02-12"
1725.300049,1725.300049,1725.300049,1725.300049,0,1725.300049,"1992-02-13"
1761.199951,1761.199951,1761.199951,1761.199951,0,1761.199951,"1992-02-14"
NA,NA,NA,NA,NA,NA,"1992-02-17"
1758,1758,1758,1758,0,1758,"1992-02-18"
1762.5,1762.5,1762.5,1762.5,0,1762.5,"1992-02-19"
1791.5,1791.5,1791.5,1791.5,0,1791.5,"1992-02-20"
1785.599976,1785.599976,1785.599976,1785.599976,0,1785.599976,"1992-02-21"
1780.699951,1780.699951,1780.699951,1780.699951,0,1780.699951,"1992-02-24"
1777.099976,1777.099976,1777.099976,1777.099976,0,1777.099976,"1992-02-25"
1825.5,1825.5,1825.5,1825.5,0,1825.5,"1992-02-26"
1838.199951,1838.199951,1838.199951,1838.199951,0,1838.199951,"1992-02-27"
1860.599976,1860.599976,1860.599976,1860.599976,0,1860.599976,"1992-02-28"
1873.900024,1873.900024,1873.900024,1873.900024,0,1873.900024,"1992-03-02"
1905,1905,1905,1905,0,1905,"1992-03-03"
1836.599976,1836.599976,1836.599976,1836.599976,0,1836.599976,"1992-03-04"
1861.099976,1861.099976,1861.099976,1861.099976,0,1861.099976,"1992-03-05"
1792.900024,1792.900024,1792.900024,1792.900024,0,1792.900024,"1992-03-06"
1784.800049,1784.800049,1784.800049,1784.800049,0,1784.800049,"1992-03-09"
1809.199951,1809.199951,1809.199951,1809.199951,0,1809.199951,"1992-03-10"
1796.5,1796.5,1796.5,1796.5,0,1796.5,"1992-03-11"
1762.599976,1762.599976,1762.599976,1762.599976,0,1762.599976,"1992-03-12"
1758,1758,1758,1758,0,1758,"1992-03-13"
1734.800049,1734.800049,1734.800049,1734.800049,0,1734.800049,"1992-03-16"
1767.900024,1767.900024,1767.900024,1767.900024,0,1767.900024,"1992-03-17"
1770.099976,1770.099976,1770.099976,1770.099976,0,1770.099976,"1992-03-18"
1795.599976,1795.599976,1795.599976,1795.599976,0,1795.599976,"1992-03-19"
1838.900024,1838.900024,1838.900024,1838.900024,0,1838.900024,"1992-03-20"
1888.400024,1888.400024,1888.400024,1888.400024,0,1888.400024,"1992-03-23"
1880.099976,1880.099976,1880.099976,1880.099976,0,1880.099976,"1992-03-24"
1900.599976,1900.599976,1900.599976,1900.599976,0,1900.599976,"1992-03-25"
1907.300049,1907.300049,1907.300049,1907.300049,0,1907.300049,"1992-03-26"
1881.599976,1881.599976,1881.599976,1881.599976,0,1881.599976,"1992-03-27"
1868.800049,1868.800049,1868.800049,1868.800049,0,1868.800049,"1992-03-30"
1875.699951,1875.699951,1875.699951,1875.699951,0,1875.699951,"1992-03-31"
1852.5,1852.5,1852.5,1852.5,0,1852.5,"1992-04-01"
1842.5,1842.5,1842.5,1842.5,0,1842.5,"1992-04-02"
1822.300049,1822.300049,1822.300049,1822.300049,0,1822.300049,"1992-04-03"
1783.400024,1783.400024,1783.400024,1783.400024,0,1783.400024,"1992-04-06"
1741.400024,1741.400024,1741.400024,1741.400024,0,1741.400024,"1992-04-07"
1743.699951,1743.699951,1743.699951,1743.699951,0,1743.699951,"1992-04-08"
1764.5,1764.5,1764.5,1764.5,0,1764.5,"1992-04-09"
1810.5,1810.5,1810.5,1810.5,0,1810.5,"1992-04-10"
1810.199951,1810.199951,1810.199951,1810.199951,0,1810.199951,"1992-04-13"
1838.199951,1838.199951,1838.199951,1838.199951,0,1838.199951,"1992-04-14"
1871.599976,1871.599976,1871.599976,1871.599976,0,1871.599976,"1992-04-15"
NA,NA,NA,NA,NA,NA,"1992-04-16"
NA,NA,NA,NA,NA,NA,"1992-04-17"
NA,NA,NA,NA,NA,NA,"1992-04-20"
1869.699951,1869.699951,1869.699951,1869.699951,0,1869.699951,"1992-04-21"
1897.099976,1897.099976,1897.099976,1897.099976,0,1897.099976,"1992-04-22"
1891.699951,1891.699951,1891.699951,1891.699951,0,1891.699951,"1992-04-23"
1882.900024,1882.900024,1882.900024,1882.900024,0,1882.900024,"1992-04-24"
1863,1863,1863,1863,0,1863,"1992-04-27"
1831.599976,1831.599976,1831.599976,1831.599976,0,1831.599976,"1992-04-28"
1852.900024,1852.900024,1852.900024,1852.900024,0,1852.900024,"1992-04-29"
1838.300049,1838.300049,1838.300049,1838.300049,0,1838.300049,"1992-04-30"
NA,NA,NA,NA,NA,NA,"1992-05-01"
1827.599976,1827.599976,1827.599976,1827.599976,0,1827.599976,"1992-05-04"
NA,NA,NA,NA,NA,NA,"1992-05-05"
1872.099976,1872.099976,1872.099976,1872.099976,0,1872.099976,"1992-05-06"
1852.5,1852.5,1852.5,1852.5,0,1852.5,"1992-05-07"
NA,NA,NA,NA,NA,NA,"1992-05-08"
1845.300049,1845.300049,1845.300049,1845.300049,0,1845.300049,"1992-05-11"
1844.199951,1844.199951,1844.199951,1844.199951,0,1844.199951,"1992-05-12"
1840.900024,1840.900024,1840.900024,1840.900024,0,1840.900024,"1992-05-13"
1826.900024,1826.900024,1826.900024,1826.900024,0,1826.900024,"1992-05-14"
1810.199951,1810.199951,1810.199951,1810.199951,0,1810.199951,"1992-05-15"
1785.699951,1785.699951,1785.699951,1785.699951,0,1785.699951,"1992-05-18"
1811.099976,1811.099976,1811.099976,1811.099976,0,1811.099976,"1992-05-19"
1815.300049,1815.300049,1815.300049,1815.300049,0,1815.300049,"1992-05-20"
1820.900024,1820.900024,1820.900024,1820.900024,0,1820.900024,"1992-05-21"
1829.599976,1829.599976,1829.599976,1829.599976,0,1829.599976,"1992-05-22"
NA,NA,NA,NA,NA,NA,"1992-05-25"
1830.300049,1830.300049,1830.300049,1830.300049,0,1830.300049,"1992-05-26"
1833.800049,1833.800049,1833.800049,1833.800049,0,1833.800049,"1992-05-27"
1856.199951,1856.199951,1856.199951,1856.199951,0,1856.199951,"1992-05-28"
1892.300049,1892.300049,1892.300049,1892.300049,0,1892.300049,"1992-05-29"
1907.400024,1907.400024,1907.400024,1907.400024,0,1907.400024,"1992-06-01"
1894.199951,1894.199951,1894.199951,1894.199951,0,1894.199951,"1992-06-02"
1886.900024,1886.900024,1886.900024,1886.900024,0,1886.900024,"1992-06-03"
1895.900024,1895.900024,1895.900024,1895.900024,0,1895.900024,"1992-06-04"
1887.300049,1887.300049,1887.300049,1887.300049,0,1887.300049,"1992-06-05"
1873.099976,1873.099976,1873.099976,1873.099976,0,1873.099976,"1992-06-08"
1843.699951,1843.699951,1843.699951,1843.699951,0,1843.699951,"1992-06-09"
1796.300049,1796.300049,1796.300049,1796.300049,0,1796.300049,"1992-06-10"
1802.599976,1802.599976,1802.599976,1802.599976,0,1802.599976,"1992-06-11"
1809.900024,1809.900024,1809.900024,1809.900024,0,1809.900024,"1992-06-12"
1742.5,1742.5,1742.5,1742.5,0,1742.5,"1992-06-15"
1692.900024,1692.900024,1692.900024,1692.900024,0,1692.900024,"1992-06-16"
1593.300049,1593.300049,1593.300049,1593.300049,0,1593.300049,"1992-06-17"
1634.199951,1634.199951,1634.199951,1634.199951,0,1634.199951,"1992-06-18"
1686.300049,1686.300049,1686.300049,1686.300049,0,1686.300049,"1992-06-19"
1624.300049,1624.300049,1624.300049,1624.300049,0,1624.300049,"1992-06-22"
NA,NA,NA,NA,NA,NA,"1992-06-23"
1562.699951,1562.699951,1562.699951,1562.699951,0,1562.699951,"1992-06-24"
1599.900024,1599.900024,1599.900024,1599.900024,0,1599.900024,"1992-06-25"
1601,1601,1601,1601,0,1601,"1992-06-26"
1603.400024,1603.400024,1603.400024,1603.400024,0,1603.400024,"1992-06-29"
1599.300049,1599.300049,1599.300049,1599.300049,0,1599.300049,"1992-06-30"
1658.900024,1658.900024,1658.900024,1658.900024,0,1658.900024,"1992-07-01"
1676.699951,1676.699951,1676.699951,1676.699951,0,1676.699951,"1992-07-02"
1683,1683,1683,1683,0,1683,"1992-07-03"
1672.900024,1672.900024,1672.900024,1672.900024,0,1672.900024,"1992-07-06"
1614.199951,1614.199951,1614.199951,1614.199951,0,1614.199951,"1992-07-07"
1582.300049,1582.300049,1582.300049,1582.300049,0,1582.300049,"1992-07-08"
1590.300049,1590.300049,1590.300049,1590.300049,0,1590.300049,"1992-07-09"
1617.400024,1617.400024,1617.400024,1617.400024,0,1617.400024,"1992-07-10"
1640.5,1640.5,1640.5,1640.5,0,1640.5,"1992-07-13"
1636,1636,1636,1636,0,1636,"1992-07-14"
1639.800049,1639.800049,1639.800049,1639.800049,0,1639.800049,"1992-07-15"
1689.199951,1689.199951,1689.199951,1689.199951,0,1689.199951,"1992-07-16"
1674.199951,1674.199951,1674.199951,1674.199951,0,1674.199951,"1992-07-17"
1647.900024,1647.900024,1647.900024,1647.900024,0,1647.900024,"1992-07-20"
1657.199951,1657.199951,1657.199951,1657.199951,0,1657.199951,"1992-07-21"
1625.199951,1625.199951,1625.199951,1625.199951,0,1625.199951,"1992-07-22"
1584.099976,1584.099976,1584.099976,1584.099976,0,1584.099976,"1992-07-23"
1522.900024,1522.900024,1522.900024,1522.900024,0,1522.900024,"1992-07-24"
1466.599976,1466.599976,1466.599976,1466.599976,0,1466.599976,"1992-07-27"
1537.699951,1537.699951,1537.699951,1537.699951,0,1537.699951,"1992-07-28"
1547.800049,1547.800049,1547.800049,1547.800049,0,1547.800049,"1992-07-29"
1551.199951,1551.199951,1551.199951,1551.199951,0,1551.199951,"1992-07-30"
1569.699951,1569.699951,1569.699951,1569.699951,0,1569.699951,"1992-07-31"
1557.099976,1557.099976,1557.099976,1557.099976,0,1557.099976,"1992-08-03"
1536.699951,1536.699951,1536.699951,1536.699951,0,1536.699951,"1992-08-04"
1538,1538,1538,1538,0,1538,"1992-08-05"
1552.800049,1552.800049,1552.800049,1552.800049,0,1552.800049,"1992-08-06"
1560.400024,1560.400024,1560.400024,1560.400024,0,1560.400024,"1992-08-07"
1538.300049,1538.300049,1538.300049,1538.300049,0,1538.300049,"1992-08-10"
1515.5,1515.5,1515.5,1515.5,0,1515.5,"1992-08-11"
1525.599976,1525.599976,1525.599976,1525.599976,0,1525.599976,"1992-08-12"
1518.400024,1518.400024,1518.400024,1518.400024,0,1518.400024,"1992-08-13"
1516.599976,1516.599976,1516.599976,1516.599976,0,1516.599976,"1992-08-14"
1510.300049,1510.300049,1510.300049,1510.300049,0,1510.300049,"1992-08-17"
1498.699951,1498.699951,1498.699951,1498.699951,0,1498.699951,"1992-08-18"
1474.099976,1474.099976,1474.099976,1474.099976,0,1474.099976,"1992-08-19"
1439,1439,1439,1439,0,1439,"1992-08-20"
1424.599976,1424.599976,1424.599976,1424.599976,0,1424.599976,"1992-08-21"
1366.800049,1366.800049,1366.800049,1366.800049,0,1366.800049,"1992-08-24"
1353.099976,1353.099976,1353.099976,1353.099976,0,1353.099976,"1992-08-25"
1376.800049,1376.800049,1376.800049,1376.800049,0,1376.800049,"1992-08-26"
1423.199951,1423.199951,1423.199951,1423.199951,0,1423.199951,"1992-08-27"
1409,1409,1409,1409,0,1409,"1992-08-28"
1400.400024,1400.400024,1400.400024,1400.400024,0,1400.400024,"1992-08-31"
1384.099976,1384.099976,1384.099976,1384.099976,0,1384.099976,"1992-09-01"
1383.400024,1383.400024,1383.400024,1383.400024,0,1383.400024,"1992-09-02"
1395.300049,1395.300049,1395.300049,1395.300049,0,1395.300049,"1992-09-03"
1392.599976,1392.599976,1392.599976,1392.599976,0,1392.599976,"1992-09-04"
1385.300049,1385.300049,1385.300049,1385.300049,0,1385.300049,"1992-09-07"
1369.900024,1369.900024,1369.900024,1369.900024,0,1369.900024,"1992-09-08"
1326,1326,1326,1326,0,1326,"1992-09-09"
1285.800049,1285.800049,1285.800049,1285.800049,0,1285.800049,"1992-09-10"
1294.099976,1294.099976,1294.099976,1294.099976,0,1294.099976,"1992-09-11"
1342.800049,1342.800049,1342.800049,1342.800049,0,1342.800049,"1992-09-14"
1328.199951,1328.199951,1328.199951,1328.199951,0,1328.199951,"1992-09-15"
NA,NA,NA,NA,NA,NA,"1992-09-16"
1318.199951,1318.199951,1318.199951,1318.199951,0,1318.199951,"1992-09-17"
1307.699951,1307.699951,1307.699951,1307.699951,0,1307.699951,"1992-09-18"
1295.800049,1295.800049,1295.800049,1295.800049,0,1295.800049,"1992-09-21"
1272.099976,1272.099976,1272.099976,1272.099976,0,1272.099976,"1992-09-22"
1264.400024,1264.400024,1264.400024,1264.400024,0,1264.400024,"1992-09-23"
1257.400024,1257.400024,1257.400024,1257.400024,0,1257.400024,"1992-09-24"
1252.099976,1252.099976,1252.099976,1252.099976,0,1252.099976,"1992-09-25"
1257.900024,1257.900024,1257.900024,1257.900024,0,1257.900024,"1992-09-28"
1289.099976,1289.099976,1289.099976,1289.099976,0,1289.099976,"1992-09-29"
1327.099976,1327.099976,1327.099976,1327.099976,0,1327.099976,"1992-09-30"
1359.099976,1359.099976,1359.099976,1359.099976,0,1359.099976,"1992-10-01"
1389.699951,1389.699951,1389.699951,1389.699951,0,1389.699951,"1992-10-02"
1454.400024,1454.400024,1454.400024,1454.400024,0,1454.400024,"1992-10-05"
NA,NA,NA,NA,NA,NA,"1992-10-06"
1453.400024,1453.400024,1453.400024,1453.400024,0,1453.400024,"1992-10-07"
1437.900024,1437.900024,1437.900024,1437.900024,0,1437.900024,"1992-10-08"
1425,1425,1425,1425,0,1425,"1992-10-09"
NA,NA,NA,NA,NA,NA,"1992-10-12"
1428,1428,1428,1428,0,1428,"1992-10-13"
1432.599976,1432.599976,1432.599976,1432.599976,0,1432.599976,"1992-10-14"
1454.800049,1454.800049,1454.800049,1454.800049,0,1454.800049,"1992-10-15"
1491.699951,1491.699951,1491.699951,1491.699951,0,1491.699951,"1992-10-16"
1509.699951,1509.699951,1509.699951,1509.699951,0,1509.699951,"1992-10-19"
1555.199951,1555.199951,1555.199951,1555.199951,0,1555.199951,"1992-10-20"
1560.400024,1560.400024,1560.400024,1560.400024,0,1560.400024,"1992-10-21"
1569.800049,1569.800049,1569.800049,1569.800049,0,1569.800049,"1992-10-22"
1565.400024,1565.400024,1565.400024,1565.400024,0,1565.400024,"1992-10-23"
1557.5,1557.5,1557.5,1557.5,0,1557.5,"1992-10-26"
1537,1537,1537,1537,0,1537,"1992-10-27"
1549.199951,1549.199951,1549.199951,1549.199951,0,1549.199951,"1992-10-28"
1565.300049,1565.300049,1565.300049,1565.300049,0,1565.300049,"1992-10-29"
1597.300049,1597.300049,1597.300049,1597.300049,0,1597.300049,"1992-10-30"
NA,NA,NA,NA,NA,NA,"1992-11-02"
1558.400024,1558.400024,1558.400024,1558.400024,0,1558.400024,"1992-11-03"
1547.800049,1547.800049,1547.800049,1547.800049,0,1547.800049,"1992-11-04"
1568.599976,1568.599976,1568.599976,1568.599976,0,1568.599976,"1992-11-05"
1609.599976,1609.599976,1609.599976,1609.599976,0,1609.599976,"1992-11-06"
1642.800049,1642.800049,1642.800049,1642.800049,0,1642.800049,"1992-11-09"
1655.800049,1655.800049,1655.800049,1655.800049,0,1655.800049,"1992-11-10"
1651.900024,1651.900024,1651.900024,1651.900024,0,1651.900024,"1992-11-11"
1631.599976,1631.599976,1631.599976,1631.599976,0,1631.599976,"1992-11-12"
1608.099976,1608.099976,1608.099976,1608.099976,0,1608.099976,"1992-11-13"
1585.699951,1585.699951,1585.699951,1585.699951,0,1585.699951,"1992-11-16"
1608.199951,1608.199951,1608.199951,1608.199951,0,1608.199951,"1992-11-17"
1627.199951,1627.199951,1627.199951,1627.199951,0,1627.199951,"1992-11-18"
1634.550049,1634.550049,1634.550049,1634.550049,0,1634.550049,"1992-11-19"
NA,NA,NA,NA,NA,NA,"1992-11-20"
1679.300049,1679.300049,1679.300049,1679.300049,0,1679.300049,"1992-11-23"
1691.5,1691.5,1691.5,1691.5,0,1691.5,"1992-11-24"
1691.599976,1691.599976,1691.599976,1691.599976,0,1691.599976,"1992-11-25"
1703.5,1703.5,1703.5,1703.5,0,1703.5,"1992-11-26"
1727.199951,1727.199951,1727.199951,1727.199951,0,1727.199951,"1992-11-27"
1716,1716,1716,1716,0,1716,"1992-11-30"
1689.099976,1689.099976,1689.099976,1689.099976,0,1689.099976,"1992-12-01"
1688,1688,1688,1688,0,1688,"1992-12-02"
1699,1699,1699,1699,0,1699,"1992-12-03"
NA,NA,NA,NA,NA,NA,"1992-12-04"
1723.800049,1723.800049,1723.800049,1723.800049,0,1723.800049,"1992-12-07"
1748.300049,1748.300049,1748.300049,1748.300049,0,1748.300049,"1992-12-08"
1742.599976,1742.599976,1742.599976,1742.599976,0,1742.599976,"1992-12-09"
1731,1731,1731,1731,0,1731,"1992-12-10"
1727.400024,1727.400024,1727.400024,1727.400024,0,1727.400024,"1992-12-11"
1724,1724,1724,1724,0,1724,"1992-12-14"
1724,1724,1724,1724,0,1724,"1992-12-15"
1713.800049,1713.800049,1713.800049,1713.800049,0,1713.800049,"1992-12-16"
1719.599976,1719.599976,1719.599976,1719.599976,0,1719.599976,"1992-12-17"
1730.199951,1730.199951,1730.199951,1730.199951,0,1730.199951,"1992-12-18"
1731.699951,1731.699951,1731.699951,1731.699951,0,1731.699951,"1992-12-21"
1752.5,1752.5,1752.5,1752.5,0,1752.5,"1992-12-22"
1754.199951,1754.199951,1754.199951,1754.199951,0,1754.199951,"1992-12-23"
1761.099976,1761.099976,1761.099976,1761.099976,0,1761.099976,"1992-12-24"
NA,NA,NA,NA,NA,NA,"1992-12-25"
1754.900024,1754.900024,1754.900024,1754.900024,0,1754.900024,"1992-12-28"
1758.099976,1758.099976,1758.099976,1758.099976,0,1758.099976,"1992-12-29"
1759.400024,1759.400024,1759.400024,1759.400024,0,1759.400024,"1992-12-30"
NA,NA,NA,NA,NA,NA,"1992-12-31"
NA,NA,NA,NA,NA,NA,"1993-01-01"
1776.699951,1776.699951,1776.699951,1776.699951,0,1776.699951,"1993-01-04"
1817.199951,1817.199951,1817.199951,1817.199951,0,1817.199951,"1993-01-05"
1836.099976,1836.099976,1836.099976,1836.099976,0,1836.099976,"1993-01-06"
1822.900024,1822.900024,1822.900024,1822.900024,0,1822.900024,"1993-01-07"
1806.400024,1806.400024,1806.400024,1806.400024,0,1806.400024,"1993-01-08"
1795.199951,1795.199951,1795.199951,1795.199951,0,1795.199951,"1993-01-11"
1782.099976,1782.099976,1782.099976,1782.099976,0,1782.099976,"1993-01-12"
1763.800049,1763.800049,1763.800049,1763.800049,0,1763.800049,"1993-01-13"
1763.699951,1763.699951,1763.699951,1763.699951,0,1763.699951,"1993-01-14"
1760.199951,1760.199951,1760.199951,1760.199951,0,1760.199951,"1993-01-15"
1749,1749,1749,1749,0,1749,"1993-01-18"
1764.599976,1764.599976,1764.599976,1764.599976,0,1764.599976,"1993-01-19"
1771,1771,1771,1771,0,1771,"1993-01-20"
1777.400024,1777.400024,1777.400024,1777.400024,0,1777.400024,"1993-01-21"
1797.900024,1797.900024,1797.900024,1797.900024,0,1797.900024,"1993-01-22"
1804.699951,1804.699951,1804.699951,1804.699951,0,1804.699951,"1993-01-25"
1779.300049,1779.300049,1779.300049,1779.300049,0,1779.300049,"1993-01-26"
1740.699951,1740.699951,1740.699951,1740.699951,0,1740.699951,"1993-01-27"
1680.800049,1680.800049,1680.800049,1680.800049,0,1680.800049,"1993-01-28"
1653.199951,1653.199951,1653.199951,1653.199951,0,1653.199951,"1993-01-29"
1664.300049,1664.300049,1664.300049,1664.300049,0,1664.300049,"1993-02-01"
1624.199951,1624.199951,1624.199951,1624.199951,0,1624.199951,"1993-02-02"
1607.599976,1607.599976,1607.599976,1607.599976,0,1607.599976,"1993-02-03"
1659.699951,1659.699951,1659.699951,1659.699951,0,1659.699951,"1993-02-04"
NA,NA,NA,NA,NA,NA,"1993-02-05"
1640.400024,1640.400024,1640.400024,1640.400024,0,1640.400024,"1993-02-08"
1625.699951,1625.699951,1625.699951,1625.699951,0,1625.699951,"1993-02-09"
NA,NA,NA,NA,NA,NA,"1993-02-10"
1661.300049,1661.300049,1661.300049,1661.300049,0,1661.300049,"1993-02-11"
1638.800049,1638.800049,1638.800049,1638.800049,0,1638.800049,"1993-02-12"
1628.300049,1628.300049,1628.300049,1628.300049,0,1628.300049,"1993-02-15"
1595,1595,1595,1595,0,1595,"1993-02-16"
1572.900024,1572.900024,1572.900024,1572.900024,0,1572.900024,"1993-02-17"
1556.699951,1556.699951,1556.699951,1556.699951,0,1556.699951,"1993-02-18"
1574.099976,1574.099976,1574.099976,1574.099976,0,1574.099976,"1993-02-19"
1573,1573,1573,1573,0,1573,"1993-02-22"
1542.699951,1542.699951,1542.699951,1542.699951,0,1542.699951,"1993-02-23"
1515.699951,1515.699951,1515.699951,1515.699951,0,1515.699951,"1993-02-24"
1504.199951,1504.199951,1504.199951,1504.199951,0,1504.199951,"1993-02-25"
1546.699951,1546.699951,1546.699951,1546.699951,0,1546.699951,"1993-02-26"
1563.599976,1563.599976,1563.599976,1563.599976,0,1563.599976,"1993-03-01"
1590.400024,1590.400024,1590.400024,1590.400024,0,1590.400024,"1993-03-02"
1613,1613,1613,1613,0,1613,"1993-03-03"
1604.900024,1604.900024,1604.900024,1604.900024,0,1604.900024,"1993-03-04"
1637.900024,1637.900024,1637.900024,1637.900024,0,1637.900024,"1993-03-05"
1650,1650,1650,1650,0,1650,"1993-03-08"
1644.400024,1644.400024,1644.400024,1644.400024,0,1644.400024,"1993-03-09"
1644.400024,1644.400024,1644.400024,1644.400024,0,1644.400024,"1993-03-10"
1655.5,1655.5,1655.5,1655.5,0,1655.5,"1993-03-11"
1637.800049,1637.800049,1637.800049,1637.800049,0,1637.800049,"1993-03-12"
1642.599976,1642.599976,1642.599976,1642.599976,0,1642.599976,"1993-03-15"
1663.599976,1663.599976,1663.599976,1663.599976,0,1663.599976,"1993-03-16"
1658,1658,1658,1658,0,1658,"1993-03-17"
1666.800049,1666.800049,1666.800049,1666.800049,0,1666.800049,"1993-03-18"
1666.800049,1670.800049,1657.800049,1669.400024,0,1669.400024,"1993-03-19"
1670.5,1670.5,1653.400024,1661.5,0,1661.5,"1993-03-22"
1661.5,1669.5,1659.5,1669,0,1669,"1993-03-23"
1669.099976,1702.099976,1669.099976,1702.099976,0,1702.099976,"1993-03-24"
1702.300049,1739.400024,1702.300049,1735.699951,0,1735.699951,"1993-03-25"
1737.5,1739,1724,1732.400024,0,1732.400024,"1993-03-26"
1732.5,1767.800049,1732.5,1767.800049,0,1767.800049,"1993-03-29"
